823002243158908928	Weerschoonebeek	| Temp -2.3 oC | Windsnelheid 0.9 km/h uit SE | 0.0 mm neerslag| wolkenhoogte:105 meter |	| Temp -2.3 oC | Windsnelheid 0.9 km /h uit SE | 0.0 mm neerslag | wolkenhoogte :105 meter |
823015871798919168	Borrel_Nieuws	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/lenpxw4pZV #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/lenpxw4pZV #actueel
823015871865987072	PJP_Doetinchem	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/MGTakB2hT6 #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/MGTakB2hT6 #nieuwstwitter
823015872188944384	Oss_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/rwErHSay0r #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/rwErHSay0r #actueel
823015872302182400	Borrelnieuws_	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/mibfuskxKp #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/mibfuskxKp #actueel
823015872985866240	etagereshop	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/5bcXPy9vVM #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/5bcXPy9vVM #actueel
823015872289615872	achterklap_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/sqXedrl6ME #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/sqXedrl6ME #actueel
823015873002618881	Rotterdam_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/Yv7sEoRCLM #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/Yv7sEoRCLM #actueel
823015873623441409	PJP_Gorinchem	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/0HjmqQuwKf #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/0HjmqQuwKf #nieuwstwitter
823015873786957824	PJP_Venlo	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/nLfsO6xyld #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/nLfsO6xyld #nieuwstwitter
823015873946337280	PJP_zaanstad	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/gB38KbfNYZ #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/gB38KbfNYZ #nieuwstwitter
823015875116560384	Weert_NT	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/BdOIlRB1Jo #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/BdOIlRB1Jo #actueel
823015874449678338	PJP_zeist	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/1ulYmtQcgZ #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/1ulYmtQcgZ #nieuwstwitter
823015874663567360	Dordrecht_BN	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/sZlotk1s8T #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/sZlotk1s8T #nieuwstwitter
823015875905060864	brabant_nt	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/nuGTdSlERm #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/nuGTdSlERm #nieuwstwitter
823015876253188097	PJP_Terneuzen	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/tPY8JS2eH1 #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/tPY8JS2eH1 #nieuwstwitter
823015876781899777	PsalmenSpreuken	Groot is de HEER, hem komt alle lof toe, zijn grootheid is niet te doorgronden.' #Psalmen 145:3	Groot is de HEER , hem komt alle lof toe , zijn grootheid is niet te doorgronden .' #Psalmen 145:3
823015877519949824	PJP_Purmerend	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/2ccXgvj6mo #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/2ccXgvj6mo #nieuwstwitter
823015877582798848	pjpfollowme	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/JIqZXwd3Gz #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/JIqZXwd3Gz #actueel
823015877633114112	PJP_Enschede	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/nsIiu0Pch2 #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/nsIiu0Pch2 #nieuwstwitter
823015877943508992	PJP_Veenendaal	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/SEFjVhUnYn #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/SEFjVhUnYn #nieuwstwitter
823015877863829504	PJP_Gouda	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/9PDnu06fvX #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/9PDnu06fvX #nieuwstwitter
823015877880623111	Almere_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/v0cLhQtUZS #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/v0cLhQtUZS #actueel
823015878341980160	PJP_oss	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/uAekrU1po6 #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/uAekrU1po6 #nieuwstwitter
823015878694342656	pjp_roosendaal	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/6TT75dAQJo #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/6TT75dAQJo #nieuwstwitter
823015878794952704	Eindhoven_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/qUw1zd45XP #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/qUw1zd45XP #actueel
823015878375546880	DenBosch_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/0FRwWWaGEo #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/0FRwWWaGEo #actueel
823015879277281280	DenHaag_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/wzCsvvEt0q #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/wzCsvvEt0q #actueel
823015879289880576	Groningen_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/grZXgLmLGh #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/grZXgLmLGh #actueel
823015879617060864	NieuwsTwitr	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/WxTxA5HFsV #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/WxTxA5HFsV #actueel
823015879705116672	PJP_Almelo	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/47FqtxfjhZ #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/47FqtxfjhZ #nieuwstwitter
823015880011423744	POL_TCNOTwente	RT @POL_BTMidden: Ook #Delden drankrijder: 420ugl. €425 boete.	RT @POL_BTMidden : Ook #Delden drankrijder : 420 ugl . €425 boete .
823015879793180672	rjrietveldt	Witte Huis leest media de les over opkomstcijfers inauguratie: Tijdens de eerste persconferentie…… https://t.co/y2VhpZzsRT	Witte Huis leest media de les over opkomstcijfers inauguratie : Tijdens de eerste persconferentie …… https://t.co/y2VhpZzsRT
823015880804089858	PJP_middelburg	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/WJ2WW004Qq #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/WJ2WW004Qq #nieuwstwitter
823015880707559424	pjp_emmen	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/TzA94y95RO #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/TzA94y95RO #nieuwstwitter
823015881953292289	Message_11	[NOS] Witte Huis leest media de les over opkomstcijfers inauguratie https://t.co/5tmRrlP3tm #news #nieuws #nos	[ NOS ] Witte Huis leest media de les over opkomstcijfers inauguratie https://t.co/5tmRrlP3tm #news #nieuws #nos
823015882578243584	Werkgevers_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/47F54w4O6D #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/47F54w4O6D #actueel
823015882607579136	uden_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/Rf5c0IBU9V #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/Rf5c0IBU9V #actueel
823015884046274561	NewsHeadlinr	Witte Huis leest media de les over opkomstcijfers inauguratie https://t.co/cmdIiJsilh	Witte Huis leest media de les over opkomstcijfers inauguratie https://t.co/cmdIiJsilh
823015884029509632	PJP_Ede	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/OVTxzuQhOc #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/OVTxzuQhOc #nieuwstwitter
823015885715554304	Maastricht_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/pjHwTcOZ43 #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/pjHwTcOZ43 #actueel
823015885858144257	pjp_hengelo	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/oHXeydHCNe #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/oHXeydHCNe #nieuwstwitter
823015886231482369	Lifestyle_DNS	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/6SUsFyu55r #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/6SUsFyu55r #actueel
823015887183572992	PJPPaul	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/OZYU1VmPL9 #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/OZYU1VmPL9 #actueel
823015887317762048	Lelystad_nt	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen, Dortmund te sterk voor Bremen https://t.co/YroNLXTf6T #actueel	#NieuwsTwitter Bankzitter Bazoer ziet Wolfsburg winnen , Dortmund te sterk voor Bremen https://t.co/YroNLXTf6T #actueel
823015886910959616	frits365	Witte Huis leest media de les over opkomstcijfers inauguratie https://t.co/lASY4N3Bom https://t.co/ujXMZeTjYD	Witte Huis leest media de les over opkomstcijfers inauguratie https://t.co/lASY4N3Bom https://t.co/ujXMZeTjYD
823015888773259264	PJP_Hoorn	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/esLIiyOWHu #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/esLIiyOWHu #nieuwstwitter
823015889834418176	Friesland_nt	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/oXb49d0gnb #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/oXb49d0gnb #nieuwstwitter
823015889649795073	PJP_Alkmaar	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/FnPzWvdhes #nieuwstwitter	#nieuws Rojer uitgeschakeld in dubbelspel in derde ronde Australian Open https://t.co/FnPzWvdhes #nieuwstwitter
823015892208467969	_Nijmegen	Neie Boeren https://t.co/pDBhvG04zY Het schilderij van Bert en Jorn Bonder, geschilderd door Jeanet Tjassens, is 29 tot januari 2017 in de…	Neie Boeren https://t.co/pDBhvG04zY Het schilderij van Bert en Jorn Bonder , geschilderd door Jeanet Tjassens , is 29 tot januari 2017 in de …
823015926073360386	Riannezegelaar	RT @coachblad: De 15 dingen die je moet opgeven om gelukkig te worden https://t.co/Ng5T4I7jck	RT @coachblad : De 15 dingen die je moet opgeven om gelukkig te worden https://t.co/Ng5T4I7jck
823015926492786688	Doenanti	DoenAnti - Deze tijden (Official Video Clip) @TheTrapNL https://t.co/dfjrYgSRVO	DoenAnti - Deze tijden ( Official Video Clip ) @TheTrapNL https://t.co/dfjrYgSRVO
823015931026751489	KarienSn	@CorMteS2 @FRkoendokter Ik slaap noooooit (heb nachtdienst).	@CorMteS2 @FRkoendokter Ik slaap noooooit ( heb nachtdienst ).
823015931358171137	_xelocin	Ik Von not sleep wtfffff	Ik Von not sleep wtfffff
823015935992700928	tinkrbiv	@jeongyeint Jaar	@jeongyeint Jaar
823015941462249476	scheefpoepen	Heleen 52 jr., Roeselare. De sleur zit er echt wel goed in. https://t.co/nn4Uh295HX	Heleen 52 jr ., Roeselare . De sleur zit er echt wel goed in . https://t.co/nn4Uh295HX
823015940686221312	Onceuponalyme	Dit is toch prachtig. ❤ Dit geeft me hoop. https://t.co/rMOpNyzYzl	Dit is toch prachtig . ❤ Dit geeft me hoop . https://t.co/rMOpNyzYzl
823015941374148608	YourFreshCareer	#YourFreshCareer Mag ik dan bij jou? - Een opvallende Open Sollicitatie https://t.co/UWy1vfbn9x https://t.co/GBwiuUWpKS	#YourFreshCareer Mag ik dan bij jou ? - Een opvallende Open Sollicitatie https://t.co/UWy1vfbn9x https://t.co/GBwiuUWpKS
823015943337082881	Dxrah	@Beriakn verdwijn uit mn mentions wie ben jij :s	@Beriakn verdwijn uit mn mentions wie ben jij :s
823015945547513858	GreedyGangBish	@aareionee_ Ik u do	@aareionee_ Ik u do
823015947057397764	Directsuccesvol	Hormonen – Hoe werkt het hormoondieet? - https://t.co/OSzluRrsaU https://t.co/4Xmq0FLey7	Hormonen – Hoe werkt het hormoondieet ? - https://t.co/OSzluRrsaU https://t.co/4Xmq0FLey7
823015964832919552	LinnerTop111	De Kwaakers - Veer gaon d'r same taege aan (317) #NowPlaying #LinnerTop111 (01/22/2017 04:54:31)	De Kwaakers - Veer gaon d'r same taege aan (317) #NowPlaying #LinnerTop111 (01/22/2017 04:54:31)
823015967315763201	LokerenRSS	Met deze 11 zet Rednic de Moeskroense ‘operatie redding’ in tegen Lokeren – Voetbalkrant https://t.co/mhom7S9w2Y	Met deze 11 zet Rednic de Moeskroense ‘ operatie redding ’ in tegen Lokeren – Voetbalkrant https://t.co/mhom7S9w2Y
823015974773391360	liveoptv	#Kijktip :04:50 Regisseur aan de keukentafel: De schaduw van de ramp (NPO Cultura) https://t.co/b7f3ZHhaSn	#Kijktip :04:50 Regisseur aan de keukentafel : De schaduw van de ramp ( NPO Cultura ) https://t.co/b7f3ZHhaSn
823015976862158848	Bennie_Stamgast	@Martinbosma_pvv @JoostNiemoller niet links/rechts maar wel/geen oggkleppen	@Martinbosma_pvv @JoostNiemoller niet links / rechts maar wel / geen oggkleppen
823015975306035201	Angelo28052009	Onderweg naar schiphol https://t.co/sT33CwfytW	Onderweg naar schiphol https://t.co/sT33CwfytW
823015995749048320	savedavenged7	onze #Harmonizers #BestFanArmy #iHeartAwards	onze #Harmonizers #BestFanArmy #iHeartAwards
823016004968181760	Verkoulen	@KLM airport te komen. Nu blijkt defect nog niet gefixt en kunnen 500 mensen voor de 2e keer de nacht in. Efficiëntie boven klantgerichtheid	@KLM airport te komen . Nu blijkt defect nog niet gefixt en kunnen 500 mensen voor de 2e keer de nacht in . Efficiëntie boven klantgerichtheid
823016012681478145	MChrichton	Ik vind een @YouTube-video van @mchrichton leuk: https://t.co/5eGGAzWssl Gameboy Advance emulator on MXQ pro (android tv box) /	Ik vind een @YouTube - video van @mchrichton leuk : https://t.co/5eGGAzWssl Gameboy Advance emulator on MXQ pro ( android tv box ) /
823016017156800512	APPLICONTROL	ZO ZIEKELIJK MANIPULEERT DE LEUGEN DIE REGEERT HET VOLK VAN NEDERLAND DAT OOK DIT KABINET EN DE EU ZAT IS. Men... https://t.co/eNGb0wqOOd	ZO ZIEKELIJK MANIPULEERT DE LEUGEN DIE REGEERT HET VOLK VAN NEDERLAND DAT OOK DIT KABINET EN DE EU ZAT IS . Men ... https://t.co/eNGb0wqOOd
823016022160576516	OnedTudo	Onze #Pillowtalk #BestMusicVideo #iHeartAwards https://t.co/BirOkCkSCU	Onze #Pillowtalk #BestMusicVideo #iHeartAwards https://t.co/BirOkCkSCU
823016040770785282	marikesegers	RT @ChadiaVlb: Ik vraag mij af of gij hier diep vanbinnen even hard van afziet als ik	RT @ChadiaVlb : Ik vraag mij af of gij hier diep vanbinnen even hard van afziet als ik
823016044465885184	POL_TCNOTwente	RT @teamparaatheid: Zojuist twee verdachten aangehouden na een onenigheid. Hierbij troffen we een vuurwapen aan. ^PP https://t.co/OUHC0g7W…	RT @teamparaatheid : Zojuist twee verdachten aangehouden na een onenigheid . Hierbij troffen we een vuurwapen aan . ^ PP https://t.co/OUHC0g7W …
823016044549771265	komzakendoen	Dit betaalbare #MKB #ZZP thema is gemaakt om uw producten via deze #webshop #ZZP #tip https://t.co/4hr80hTPjB geschikt voor mobile telefoons	Dit betaalbare #MKB #ZZP thema is gemaakt om uw producten via deze #webshop #ZZP #tip https://t.co/4hr80hTPjB geschikt voor mobile telefoons
823016046743392258	oemer1949	RT @TeamVerkeerZWB: Vanavond omgeving #Tilburg verschillende pv's snelheid, mobiel bellen en openstaande boete 1209 euro. #videoauto #VROS…	RT @TeamVerkeerZWB : Vanavond omgeving #Tilburg verschillende pv's snelheid , mobiel bellen en openstaande boete 1209 euro . #videoauto #VROS …
823016076883673088	SportopVP	Punt Sparta bij AZ https://t.co/3IR6ugFBUz	Punt Sparta bij AZ https://t.co/3IR6ugFBUz
823016077613535232	kvrstxnn_bot	kijk hoe goed ik kan lachen, ik heb een kat gemaakt!	kijk hoe goed ik kan lachen , ik heb een kat gemaakt !
823016078326505472	junevanbrecht	RT @athitalaison: Het probleem is dat als ik ben gaan joggen of buikspieroefeningen heb gedaan, ik direct denk dat ik 10 kilo ben vermagerd	RT @athitalaison : Het probleem is dat als ik ben gaan joggen of buikspieroefeningen heb gedaan , ik direct denk dat ik 10 kilo ben vermagerd
823016086723526656	datiskevin	@MoslemshateGod Fictie kan mij niets verplichten. Respect voor je geloof, maar ik deel niet mee.	@MoslemshateGod Fictie kan mij niets verplichten . Respect voor je geloof , maar ik deel niet mee .
823016101240012805	Wsdrunen	Het weer in Drunen op 22/01/17 om 04:50: Temperatuur: -6.2C Vochtigheid: 94 Dauwpunt: -7.0C Wind: 0.0 km/h vanuit het SE Regen: 0.0 mm	Het weer in Drunen op 22/01/17 om 04:50: Temperatuur : -6.2C Vochtigheid : 94 Dauwpunt : -7.0C Wind : 0.0 km /h vanuit het SE Regen : 0.0 mm
