821220505353158657	Weerschoonebeek	| Temp -5.8 oC | Windsnelheid 0.2 km/h uit S | 0.0 mm neerslag| wolkenhoogte:67 meter |	| Temp -5.8 oC | Windsnelheid 0.2 km /h uit S | 0.0 mm neerslag | wolkenhoogte :67 meter |
821235482587779072	michelvdijke	RT @Maatexpress: #koerier met caddy maxi onderweg naar #London. Wachten op de 🚄bij de #eurotunnel. Ruimte voor #meenemen #info 06-29150804…	RT @Maatexpress : #koerier met caddy maxi onderweg naar #London . Wachten op de 🚄 bij de #eurotunnel . Ruimte voor #meenemen #info 06-29150804…
821235483934072832	mavallie	RT @FiIosoof: Geduld heeft niets te maken met hoe lang je kan wachten, maar hoe je je gedraagt tijdens het wachten.	RT @FiIosoof : Geduld heeft niets te maken met hoe lang je kan wachten , maar hoe je je gedraagt tijdens het wachten .
821235482763923456	BuienRadarNL	Vandaag start #ijskoud en #mistig Lokaal nog kans op #gladheid Vanmiddag iets meer #zon en maxima rond het… https://t.co/exUtin69Uf	Vandaag start #ijskoud en #mistig Lokaal nog kans op #gladheid Vanmiddag iets meer #zon en maxima rond het … https://t.co/exUtin69Uf
821235482512265216	nicolienkroon	Vandaag start #ijskoud en #mistig Lokaal nog kans op #gladheid Vanmiddag iets meer #zon en maxima rond het… https://t.co/PalblEHJE7	Vandaag start #ijskoud en #mistig Lokaal nog kans op #gladheid Vanmiddag iets meer #zon en maxima rond het … https://t.co/PalblEHJE7
821235485167194112	123metaal	RT @rocvantwente: Kom naar de Open Dagen van ROC van Twente, vind de opleiding die bij je past en ga de uitdaging aan! https://t.co/iYRZg3W…	RT @rocvantwente : Kom naar de Open Dagen van ROC van Twente , vind de opleiding die bij je past en ga de uitdaging aan ! https://t.co/iYRZg3W …
821235485955788800	IrisDeVries	RT @NUnl: Treinverkeer in en rond Amsterdam ligt dinsdagochtend plat als gevolg van een grote stroomstoring…	RT @NUnl : Treinverkeer in en rond Amsterdam ligt dinsdagochtend plat als gevolg van een grote stroomstoring …
821235487490850817	Connexxion	@TourThe Helder, kan ik niet koppelen aan de GPS data. Geeft aan dat alle haltes netjes op tijd zijn gepasseerd. Aansluiting gehaald? ^PJ	@TourThe Helder , kan ik niet koppelen aan de GPS data . Geeft aan dat alle haltes netjes op tijd zijn gepasseerd . Aansluiting gehaald ? ^ PJ
821235488375848960	saarberends	ik ben al zo'n ander half uur wakker en was net kei wakker en nu moe	ik ben al zo'n ander half uur wakker en was net kei wakker en nu moe
821235488107401216	_derks	RT @politieUden: Heb je jezelf ooit wel eens afgevraagd hoe de politie misdrijven oplost? Het gebeurt best vaak dat wij dat doen... https:/…	RT @politieUden : Heb je jezelf ooit wel eens afgevraagd hoe de politie misdrijven oplost ? Het gebeurt best vaak dat wij dat doen ... https:/ …
821235489671970816	Daansbierbus	RT @ToneelclubBeZeT: KAARTEN Er zijn nog kaarten te krijgen bij 't Hart v Werkhoven, Anton v Echteld in Werkhoven, Barrique in Odijk en het…	RT @ToneelclubBeZeT : KAARTEN Er zijn nog kaarten te krijgen bij 't Hart v Werkhoven , Anton v Echteld in Werkhoven , Barrique in Odijk en het …
821235489923538944	DildoFaggingsss	@HOIIKBENMERLE huhh? Ik volg je niet meer z😅	@HOIIKBENMERLE huhh ? Ik volg je niet meer z😅
821235491173441536	ChantalKolnkit	RT @JarabeeTwente: Het Meldpunt Loverboyproblematiek Twente wordt donderdag officieel geopend tijdens de tentoonstelling 'open je ogen…	RT @JarabeeTwente : Het Meldpunt Loverboyproblematiek Twente wordt donderdag officieel geopend tijdens de tentoonstelling ' open je ogen …
821235491219603456	zeefNL	Sterkte daar. #hemweg #liander #amsterdam https://t.co/vuS2R5CPeF	Sterkte daar . #hemweg #liander #amsterdam https://t.co/vuS2R5CPeF
821235492436004864	ChimBrada	Ik ben zojuist 28 geworden	Ik ben zojuist 28 geworden
821235490921844737	kvanbijlen	RT @openvld: "Hier ben ik vrij. Hier ben jij vrij. Hier zijn wij vrij. En daar zijn we fier op." @RuttenGwendolyn #Openvld17 https://t.co/g…	RT @openvld : " Hier ben ik vrij . Hier ben jij vrij . Hier zijn wij vrij . En daar zijn we fier op ." @RuttenGwendolyn #Openvld17 https://t.co/g …
821235492855443456	chrisinactie	RT @TGIFinBrasil: Eva waar bijft de vraag, waarom heeft Schippers het 6 jaar moeilijk gemaakt voor mensen om hulp te zoeken. #depressiegala…	RT @TGIFinBrasil : Eva waar bijft de vraag , waarom heeft Schippers het 6 jaar moeilijk gemaakt voor mensen om hulp te zoeken . #depressiegala …
821235493111205888	ArjanSPL	RT @TenneTTSO: #stroomstoring A'dam: voor groot deel stroomvoorziening weer hersteld. Excuses voor eventueel ongemak.	RT @TenneTTSO : #stroomstoring A'dam : voor groot deel stroomvoorziening weer hersteld . Excuses voor eventueel ongemak .
821235494801539072	hengelonieuws	Nettorama #Borne wil opeens 700 procent meer huur van kaasboerin De Bornse Nettorama wil zich ontdoen van het zelf… https://t.co/CECBqaQInb	Nettorama #Borne wil opeens 700 procent meer huur van kaasboerin De Bornse Nettorama wil zich ontdoen van het zelf … https://t.co/CECBqaQInb
821235495359410176	IkkeCock	HAHAHAHAHA #koekwaus past helemaal niet bij #haatzaaier @SylvanaSimons😂😂😂 https://t.co/sDgR4E3LOC	HAHAHAHAHA #koekwaus past helemaal niet bij #haatzaaier @SylvanaSimons 😂😂😂 https://t.co/sDgR4E3LOC
821235496051494913	ChrisRossing	@erikmouthaanRTL In 2009 voelde het aan als 9 graden, nu zal het aanvoelen als -4 met een gure wind. @SchoppertIETS @roelvanhees	@erikmouthaanRTL In 2009 voelde het aan als 9 graden , nu zal het aanvoelen als -4 met een gure wind . @SchoppertIETS @roelvanhees
821235496047280128	annesofievb	RT @Marie_Janssens1: Ben alles zooooo fkn beu	RT @Marie_Janssens1 : Ben alles zooooo fkn beu
821235494755385344	Mama_Caroline	Optimale #ochtend! Het is 06:50 uur en de #saucijzenbroodjes staan in de oven, zodat we die straks lekker voor de… https://t.co/Fz3FO98bR5	Optimale #ochtend ! Het is 06:50 uur en de #saucijzenbroodjes staan in de oven , zodat we die straks lekker voor de … https://t.co/Fz3FO98bR5
821235497070628868	vanbrabantlore	RT @nomiepetkovicss: ontschminken is echt stom	RT @nomiepetkovicss : ontschminken is echt stom
821235499473965056	stopmoslimhaat	De .@nrc mol en riooljournalist @AMKouwenhoven heeft een lynchpartij tegen @MoslimsID gelanceerd. Deze rat werd al in 2015 ontmaskerd.	De . @nrc mol en riooljournalist @AMKouwenhoven heeft een lynchpartij tegen @MoslimsID gelanceerd . Deze rat werd al in 2015 ontmaskerd .
821235500811976704	_derks	RT @Cuijk: Koninklijke Onderscheiding voor de heer A.G.J.M. (Adrie) Noij. https://t.co/fVKA5AHoI9	RT @Cuijk : Koninklijke Onderscheiding voor de heer A.G.J.M. ( Adrie ) Noij . https://t.co/fVKA5AHoI9
821235501931909120	Domien	Tip voor vandaag: agget mar kort houdt! https://t.co/DoMaZ39KVw	Tip voor vandaag : agget mar kort houdt ! https://t.co/DoMaZ39KVw
821235501864783872	JanKrol	RT @DeDikkeBlauwe: Twentse fondsen komen niet van geld af https://t.co/1j6K6ohw2p https://t.co/jsjcf7j63n	RT @DeDikkeBlauwe : Twentse fondsen komen niet van geld af https://t.co/1j6K6ohw2p https://t.co/jsjcf7j63n
821235504213557248	Kjell_74	@Eendjeh nee s prank heb 1e vrij	@Eendjeh nee s prank heb 1e vrij
821235504301690881	Kariningroen	Hartje Amsterdam, pikdonker. #nooitgezienheelbijzonder. wel jammer dat huis steenkoud is, en geen warme douche. Oef	Hartje Amsterdam , pikdonker . #nooitgezienheelbijzonder . wel jammer dat huis steenkoud is , en geen warme douche . Oef
821235505434075137	Dallas__Mendes	@LiesHoranBMTH naah, kga sws naar brussel gaan en ik probeer daar nog wel een ticket te fixen en anders blijfk gwn buiten het stadion staan	@LiesHoranBMTH naah , kga sws naar brussel gaan en ik probeer daar nog wel een ticket te fixen en anders blijfk gwn buiten het stadion staan
821235505522212864	Kees_Stam	RT @Yamapama: @jndkgrf omg wat een natte tosti	RT @Yamapama : @jndkgrf omg wat een natte tosti
821235506713333761	cerisecrombez	RT @BeaufaysIrene: ma 'k wil terug verliefd zijn hallo!!!!!!!!!!! leven is maar saai zo	RT @BeaufaysIrene : ma 'k wil terug verliefd zijn hallo !!!!!!!!!!! leven is maar saai zo
821235509125148672	nimongamer2	@Zahraatje11 @xx_meike_xxx @niekjepiekjex IK KOM OOK :D	@Zahraatje11 @xx_meike_xxx @niekjepiekjex IK KOM OOK :D
821235508852490240	JeroenVerwoort	RT @rutger_: Vanavond extra lange uitzendingen van de tv-talkshows zodat de Amsterdammers hun trauma kunnen verwerken.	RT @rutger_ : Vanavond extra lange uitzendingen van de tv-talkshows zodat de Amsterdammers hun trauma kunnen verwerken .
821235509188067328	LamyaeA	RT @Ingelisedevries: Iemand die van Amersfoort naar Amsterdam rijdt binnen nu en een uur? Er rijdt niks die kant op en ik moet erheen... #d…	RT @Ingelisedevries : Iemand die van Amersfoort naar Amsterdam rijdt binnen nu en een uur ? Er rijdt niks die kant op en ik moet erheen ... #d …
821235509565521921	SalafPrince	@FlowerFromMRT @YassminaElb het mag, van beide kanten. Zolang de persoon geen shirk pleegt en onder de tawheed vervalt..	@FlowerFromMRT @YassminaElb het mag , van beide kanten . Zolang de persoon geen shirk pleegt en onder de tawheed vervalt ..
821235509716459520	MelanieBohez	RT @MielHillewaere: Neem iedereen daje graag ziet af en toe eens vast... want plots zal dat nie meer lukken😞	RT @MielHillewaere : Neem iedereen daje graag ziet af en toe eens vast ... want plots zal dat nie meer lukken 😞
821235510035251200	rooiefoeke	In noord, tenminste bij mij, weer stroom.😀😀 #stroomstoring	In noord , tenminste bij mij , weer stroom .😀😀 #stroomstoring
821235510056275969	bbjacq	RT @biebgrg: Aanstaande vrijdag gaat het over EHBO en voor de kinds een knuffelconsultatiebureau. Vanaf 10.00 uur in de bieb.…	RT @biebgrg : Aanstaande vrijdag gaat het over EHBO en voor de kinds een knuffelconsultatiebureau . Vanaf 10.00 uur in de bieb .…
821235511700455424	ahmedalbarzangi	@bvansomeren Meh, succes! Ze brengen alles geleidelijk online, maar ik vermoed dat er toch wat hardware kapotstuk is gegaan.	@bvansomeren Meh , succes ! Ze brengen alles geleidelijk online , maar ik vermoed dat er toch wat hardware kapotstuk is gegaan .
821235514590248960	probablyjos	@Ruawina ben trots op je ❤	@Ruawina ben trots op je ❤
821235515538161664	MuslimInEurope	RT @PPLangbroek: Ach er zijn ergere dingen!😉 #stroomstoring	RT @PPLangbroek : Ach er zijn ergere dingen !😉 #stroomstoring
821235515609546752	AlgVerBeldwrs	Strengere regels zetten praktijk belastingafspraken onder druk. Meer werk, minder mensen. >20 mljd blijft liggen.. https://t.co/TAXde8O03q	Strengere regels zetten praktijk belastingafspraken onder druk . Meer werk , minder mensen . >20 mljd blijft liggen .. https://t.co/TAXde8O03q
821235515961856000	TrendolizerNL	Michella Kox maakt gehakt van Laura Ponticorvo https://t.co/uaqgpkenIN	Michella Kox maakt gehakt van Laura Ponticorvo https://t.co/uaqgpkenIN
821235516381286401	kado4volgers	De complete dvd-box van ‘Penoza’ nu gratis!! Ga naar https://t.co/vrC9fHPeiR https://t.co/sQ7o2YB6N3 #weekendaanbieding	De complete dvd-box van ‘ Penoza ’ nu gratis !! Ga naar https://t.co/vrC9fHPeiR https://t.co/sQ7o2YB6N3 #weekendaanbieding
821235518369361921	cheyenne_maes	RT @nidalhaidar: Ik hou van meisjes die vriendelijk zijn tegen andere meisjes.. we need to support each other! If we don't, who will??	RT @nidalhaidar : Ik hou van meisjes die vriendelijk zijn tegen andere meisjes .. we need to support each other ! If we don't , who will ??
821235519661244417	delnos	RT @LianderNL: 165.000 huishoudens hebben weer stroom, Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer	RT @LianderNL : 165.000 huishoudens hebben weer stroom , Liander werkt aan verder oplossen #stroomstoring #Amsterdam #Zaandam #Landsmeer
821235525294157824	rutger_	@Ingelisedevries KIND TOCH!!11	@Ingelisedevries KIND TOCH !!11
821235525541646336	Sbnbrsv	RT @Lisacasteleyn: Ik wil gewoon school echt negeren	RT @Lisacasteleyn : Ik wil gewoon school echt negeren
821235526535671808	kyentavw	RT @manoukvrmrsch: Zo met dezelfde persoon praten op snapchat en op fb maar toch 2 verschillende gesprekken hebben? Love it	RT @manoukvrmrsch : Zo met dezelfde persoon praten op snapchat en op fb maar toch 2 verschillende gesprekken hebben ? Love it
821235528364412931	DoenDurf	Doen/Durf: Tweet iets over "je hobby". Kies een van de volgende hobbies: sjoelen, kantklossen, koekhappen, etc. #TruthOrDare	Doen / Durf : Tweet iets over " je hobby ". Kies een van de volgende hobbies : sjoelen , kantklossen , koekhappen , etc . #TruthOrDare
821235529207468032	cerisecrombez	RT @Alex_VanDun: Stel u voor da ge door eten calorieën verliest en door te sporten erbij komen	RT @Alex_VanDun : Stel u voor da ge door eten calorieën verliest en door te sporten erbij komen
821235529635266560	Charcastisch	Gelukkig woon ik in Brabant. Want daar brandt nog licht. https://t.co/N82BXVU4ng	Gelukkig woon ik in Brabant . Want daar brandt nog licht . https://t.co/N82BXVU4ng
821235530079801344	chrisinactie	RT @MarionAltena: Néé €dith! Mensen gingen en gaan niet naar de psychiater door de #EigenBijdrage. Die JIJ hebt opgelegd. #jinek	RT @MarionAltena : Néé € dith ! Mensen gingen en gaan niet naar de psychiater door de #EigenBijdrage . Die JIJ hebt opgelegd . #jinek
821235531791089664	DianavanLaar	RT @straatmanager: @parool @LianderNL En zonder verwarming.Woonboot ook zonder WC.Wordt vast opgelost voor einde maand.Dan moet salari…	RT @straatmanager : @parool @LianderNL En zonder verwarming . Woonboot ook zonder WC . Wordt vast opgelost voor einde maand . Dan moet salari …
821235532428611585	GroningenNL	Kritiek op kentekenparkeren #Groningen https://t.co/7zaHYgoSoK	Kritiek op kentekenparkeren #Groningen https://t.co/7zaHYgoSoK
821235534328643584	jatoering	RT @rekenk4mer: We kunnen hier gerust van een lokale black out spreken agv overbelasting. Welkom in de energiewereld van 2017. https://t.co…	RT @rekenk4mer : We kunnen hier gerust van een lokale black out spreken agv overbelasting . Welkom in de energiewereld van 2017. https://t.co …
821235535092023296	EnergyyEU	Morgen	Morgen
821235536807522305	lin_pierre	RT @jndkgrf: Alvast voor de ochtendploeg https://t.co/HtcsN2z3OM	RT @jndkgrf : Alvast voor de ochtendploeg https://t.co/HtcsN2z3OM
821235537654743040	smc030	'Have I got News for You!' meetup wo 25/01 @nyenrodebu @HU_Utrecht , Nieuwjaarsborrel & meer #smc030 - https://t.co/p09s4bdYbR	' Have I got News for You !' meetup wo 25/01 @nyenrodebu @HU_Utrecht , Nieuwjaarsborrel & meer #smc030 - https://t.co/p09s4bdYbR
821235539311468544	elien_laureys	Mijn grootste motivatie is toch nog steeds mijn beste vriendin 😍 https://t.co/ITd1bzT9Zf	Mijn grootste motivatie is toch nog steeds mijn beste vriendin 😍 https://t.co/ITd1bzT9Zf
821235542268538880	EvaRuwe	RT @Fub_Fub: Jullie moeten eens ophouden met Europa te zeggen als je de illegale EU-bezetting bedoelt, stelletje gekochte FakeNe…	RT @Fub_Fub : Jullie moeten eens ophouden met Europa te zeggen als je de illegale EU-bezetting bedoelt , stelletje gekochte FakeNe …
821235543384199168	TopGearNL	Benieuwd wat je gisteren gemist hebt aan autonieuws? Pak je koffie erbij, dit is het autonieuws van 16 ... https://t.co/J5lAadEhW9	Benieuwd wat je gisteren gemist hebt aan autonieuws ? Pak je koffie erbij , dit is het autonieuws van 16 ... https://t.co/J5lAadEhW9
821235541320630272	renateoskam	Vandaag mogelijk kans op wat zon! #Scheveningen #landscape #seaside #nature @WNLVandaag @MeteoGouda… https://t.co/WyV7VcMuob	Vandaag mogelijk kans op wat zon ! #Scheveningen #landscape #seaside #nature @WNLVandaag @MeteoGouda … https://t.co/WyV7VcMuob
821235544705339392	NomiLevrau	RT @AxelleDejaegere: Minder caren en meer genieten😎	RT @AxelleDejaegere : Minder caren en meer genieten 😎
821235545447788549	ReneDamkot	Wat zijn dat voor eitjes (0 following, followers of tweets) die een (Re)tweet binnen een seconde of twee liken? #block	Wat zijn dat voor eitjes (0 following , followers of tweets ) die een ( Re ) tweet binnen een seconde of twee liken ? #block
821235545317801985	WLeenheer	@trenson_joeri goeie morgen lieverd xxx xxx	@trenson_joeri goeie morgen lieverd xxx xxx
821235548597747712	trendvolger1	Onderzoekers verwerken vlamvertrager in accu tegen brandgevaar (via @NUnl) https://t.co/Qy1TbPK6kZ	Onderzoekers verwerken vlamvertrager in accu tegen brandgevaar ( via @NUnl ) https://t.co/Qy1TbPK6kZ
821235549520293888	positively21	Fukushima gepromoveerd dit verhaal naar NHK, en aan de NHK studio, Kim, https://t.co/63u8Akjn64	Fukushima gepromoveerd dit verhaal naar NHK , en aan de NHK studio , Kim , https://t.co/63u8Akjn64
821235549038059520	lunadaelman	RT @Elyn_Stragier: Hoe ik me voel op de dag van een examen https://t.co/umD7C9mEY5	RT @Elyn_Stragier : Hoe ik me voel op de dag van een examen https://t.co/umD7C9mEY5
821235549918859264	Louise_Meerniet	Ik denk nog best vaak aan haar. Vooral als het pijn doet. En dan zeg ik gewoon niks.	Ik denk nog best vaak aan haar . Vooral als het pijn doet . En dan zeg ik gewoon niks .
821235550959112192	Ugchelen_Weer	Temp: -3.0 gr.C | Wind: WZW, 1.8 Km/h | Luchtdruk: 1036.0 hPa | Neerslag: 0 mm | #ugchelen #weer	Temp : -3.0 gr .C | Wind : WZW , 1.8 Km /h | Luchtdruk : 1036.0 hPa | Neerslag : 0 mm | #ugchelen #weer
821235552062177280	tahiri_alma	RT @JKJEMI: Ene dag ist "wij behoren ook bij afrika" en andere dag kakken ze elkaar uit.. voor een voetbalmatch..	RT @JKJEMI : Ene dag ist " wij behoren ook bij afrika " en andere dag kakken ze elkaar uit .. voor een voetbalmatch ..
821235556545925120	DaisyJulius	@lukdewulf @janVVGG @destandaard beetje kort door de bocht re antidepressiva. Therapie helpt niet voor iedereen, pillen enige oplossing?	@lukdewulf @janVVGG @destandaard beetje kort door de bocht re antidepressiva . Therapie helpt niet voor iedereen , pillen enige oplossing ?
821235556948602880	lexandra2017	#3fm Al drie kwartier aan het luisteren en niet eens "Goedemorgen Domien" gezegd. Foei! Dus, Goedemorgen Domien!!	#3fm Al drie kwartier aan het luisteren en niet eens " Goedemorgen Domien " gezegd . Foei ! Dus , Goedemorgen Domien !!
821235557464477696	LandsmeerNL	Nog 200.000 huishoudens zonder stroom, eindtijd storing nog onbekend https://t.co/ZcnoujA8GO	Nog 200.000 huishoudens zonder stroom , eindtijd storing nog onbekend https://t.co/ZcnoujA8GO
821235557833568257	MikexReaper	Ik vind een @YouTube-video van @fcroelie leuk: https://t.co/3XdSEKN1gB TOTY PACK OPENING | 2 WALK OUTS EN.......	Ik vind een @YouTube - video van @fcroelie leuk : https://t.co/3XdSEKN1gB TOTY PACK OPENING | 2 WALK OUTS EN .......
