821175204688887808	Weerschoonebeek	| Temp -5.6 oC | Windsnelheid 0.3 km/h uit WNW | 0.0 mm neerslag| wolkenhoogte:67 meter |	| Temp -5.6 oC | Windsnelheid 0.3 km /h uit WNW | 0.0 mm neerslag | wolkenhoogte :67 meter |
821189626924777477	nieuwsfeed1	'Bijen en wespen in Australië even dodelijk als slangen' https://t.co/50F0LQophB #Wetenschap #nieuws https://t.co/R2DlfgDvR1	' Bijen en wespen in Australië even dodelijk als slangen ' https://t.co/50F0LQophB #Wetenschap #nieuws https://t.co/R2DlfgDvR1
821189631807000579	zonatlas	RT @FluxEnergie: Morgen hoorzitting Tweede Kamer over Wet VET (Voortgang EnergieTransitie). Meningen nogal verdeeld.…	RT @FluxEnergie : Morgen hoorzitting Tweede Kamer over Wet VET ( Voortgang EnergieTransitie ). Meningen nogal verdeeld .…
821189641432944643	nieuws_van_nu	#Neef George Michael beticht vriend van zanger van leugens https://t.co/0j7M1jGRor #nieuws #nieuwsvannu	#Neef George Michael beticht vriend van zanger van leugens https://t.co/0j7M1jGRor #nieuws #nieuwsvannu
821189642619863040	SchilderFrits	RT @fantasievriend: En, beste muzakvrinden..? Kaartjes kunnen bemachtigen voor de deugshow van Gert&Hermien? #U2TheJoshuaTree2017 https://t…	RT @fantasievriend : En , beste muzakvrinden ..? Kaartjes kunnen bemachtigen voor de deugshow van Gert & Hermien ? #U2TheJoshuaTree2017 https://t …
821189654145863681	zonatlas	RT @Vision23: De stroom van 5 windparken op zee in warmtepompen levert evenveel warmte als 76 dagen Gronings gas in cv-ketels…	RT @Vision23 : De stroom van 5 windparken op zee in warmtepompen levert evenveel warmte als 76 dagen Gronings gas in cv-ketels …
821189666011389954	Sikorski1559	Onze aqua-aerobic juf Karin geeft het voorbeeld en kijkt wie het beste kan dansen op de jeugddisco in	Onze aqua-aerobic juf Karin geeft het voorbeeld en kijkt wie het beste kan dansen op de jeugddisco in
821189672739229697	flexxy_	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/IlL95zED6k Durand Bernarr's Frank Ocean - Thinking Bout You	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/IlL95zED6k Durand Bernarr's Frank Ocean - Thinking Bout You
821189674328801280	RadioVlNationaa	Pete Monti Oostende kan ik noois vergeten	Pete Monti Oostende kan ik noois vergeten
821189678560841728	SidiSamad	Terug van weggeweest.	Terug van weggeweest .
821189684298706944	UnlockDollar	304 stainless steel hoop clamp clamp clamp hoop hoop hoop live water… https://t.co/etnrszWiz4 #tools #powertools	304 stainless steel hoop clamp clamp clamp hoop hoop hoop live water … https://t.co/etnrszWiz4 #tools #powertools
821189685670187008	Providernieuws	Tele2 Klanten Moeten Verplicht Toestel Met 4G-ondersteuning - Androidics https://t.co/XDfQwUV8sT #Tmobile	Tele 2 Klanten Moeten Verplicht Toestel Met 4 G-ondersteuning - Androidics https://t.co/XDfQwUV8sT #Tmobile
821189688144891905	missblondiej	Wakker kleine spruit ze flesje zo ff wat drinken proberen te slapen en dan 7u start onze dag veel te doen vandaag love my life	Wakker kleine spruit ze flesje zo ff wat drinken proberen te slapen en dan 7u start onze dag veel te doen vandaag love my life
821189710391443457	ZiggoForumPosts	Software update voor de Quantis CI+ module: Citaat: Oorspronkelijk geplaatst door LoveByte (Bericht 510379… https://t.co/8J7GAswWtZ #ziggo	Software update voor de Quantis CI + module : Citaat : Oorspronkelijk geplaatst door LoveByte ( Bericht 510379… https://t.co/8J7GAswWtZ #ziggo
821189721971888129	Regiohits	Leo Nardell - Dans Nog Eenmaal Met Mij	Leo Nardell - Dans Nog Eenmaal Met Mij
821189730075348994	OsChartRadio	Nu op #OsChartRadio: Armin van Buuren ft. Human Resource - Dominator (PI) https://t.co/V2Wm3OR2DB	Nu op #OsChartRadio : Armin van Buuren ft . Human Resource - Dominator ( PI ) https://t.co/V2Wm3OR2DB
821189730205388800	MAPelectronic	Ik vind een @YouTube-video leuk: https://t.co/8eulW8Gs3H SP PLAKKEN	Ik vind een @YouTube - video leuk : https://t.co/8eulW8Gs3H SP PLAKKEN
821189739919343616	Curlinzane	Goeie more aan al my familie, vriende en getroue luisteraars van EdenfmCarpediem Givethanks vroegogen program.... https://t.co/JjeKkKUBWG	Goeie more aan al my familie , vriende en getroue luisteraars van EdenfmCarpediem Givethanks vroegogen program .... https://t.co/JjeKkKUBWG
821189740326256640	annggeel_z	@JoeTorres_118 ik don't front mijo😂😭	@JoeTorres_118 ik don't front mijo 😂😭
821189747452375044	MobilMichael	RT @virtueelmuseum1: Nu ook te koop bij Werk aan de muur: https://t.co/RRCCVjA76h https://t.co/BVhiNeURLn	RT @virtueelmuseum1 : Nu ook te koop bij Werk aan de muur : https://t.co/RRCCVjA76h https://t.co/BVhiNeURLn
821189759955517440	Elainerasmus	My heel eerste huiswerk. Gr.1	My heel eerste huiswerk . Gr .1
821189761016668160	SidiSamad	Nieuwe muziek komt eraan.	Nieuwe muziek komt eraan .
821189762925162496	MegaGadgetsNu	R 108: R 108 Voor 40.00 Euro https://t.co/7K3peXbTSK	R 108: R 108 Voor 40.00 Euro https://t.co/7K3peXbTSK
821189763629715456	MegaGadgetsNu	Decanteerstop Vintage: Decanteerstop Vintage Voor 55.00 Euro https://t.co/sPBOXyVWaN	Decanteerstop Vintage : Decanteerstop Vintage Voor 55.00 Euro https://t.co/sPBOXyVWaN
821189764292509696	MegaGadgetsNu	Bloembak Curva Led: Bloembak Curva Led Voor 749.00 Euro https://t.co/BvZUROIruZ	Bloembak Curva Led : Bloembak Curva Led Voor 749.00 Euro https://t.co/BvZUROIruZ
821189765622067202	MegaGadgetsNu	Philips Alleszuiger Aquatrio Fc7070/01: Philips Alleszuiger Aquatrio Fc7070/01 Voor 339.00… https://t.co/gZ6AsxWX31	Philips Alleszuiger Aquatrio Fc 7070/01: Philips Alleszuiger Aquatrio Fc 7070/01 Voor 339.00… https://t.co/gZ6AsxWX31
821189768201412608	dracoslayer7	@kristinamerkes ik lol	@kristinamerkes ik lol
821189769497604096	degoosie	RT @stepheers_: @_kiaraxoxo_ Ik jorgies the best 😍	RT @stepheers_ : @_kiaraxoxo_ Ik jorgies the best 😍
821189776430735360	Lifeandirene	@lalalalinoleum dat is helemaal waar ja	@lalalalinoleum dat is helemaal waar ja
821189785771507712	ValseAangifte	politie #Uden @politieUden vandaag weer gesproken over de valse #aangifte van Geert van Boxtel en Gerie Van Boxtel https://t.co/SilfgrxYuF	politie #Uden @politieUden vandaag weer gesproken over de valse #aangifte van Geert van Boxtel en Gerie Van Boxtel https://t.co/SilfgrxYuF
821189789944860674	weerheusden	Het is momenteel -1,9°C. 1034,68 hPa - 0,0 mm - 8,3 km/u het #weer in #gent https://t.co/gEAIFn70ER	Het is momenteel -1,9°C. 1034,68 hPa - 0,0 mm - 8,3 km /u het #weer in #gent https://t.co/gEAIFn70ER
821189796789895168	Mirpatri11	RT @DESTILBV: Een geweldige prestatie van @TimCoronel en @TomCoronel! Onze felicitaties voor het gehele @maxxissuperb dakar team!…	RT @DESTILBV : Een geweldige prestatie van @TimCoronel en @TomCoronel ! Onze felicitaties voor het gehele @maxxissuperb dakar team !…
821189798232788992	surdiefinnis	Een negerin die iets artistieks kan. In tegenstelling tot Nederlands huis-negerin. Namen noem we niet! https://t.co/446kiIOLB9	Een negerin die iets artistieks kan . In tegenstelling tot Nederlands huis-negerin . Namen noem we niet ! https://t.co/446kiIOLB9
821189799189086209	CarnavalHits	Het Feestteam - De Clown https://t.co/XJESAKNMOa #carnaval	Het Feestteam - De Clown https://t.co/XJESAKNMOa #carnaval
821189806348705792	loveinground	Vreemd, op huwelijk rijmen alleen de woorden gruwelijk en afschuwelijk. #loveinground	Vreemd , op huwelijk rijmen alleen de woorden gruwelijk en afschuwelijk . #loveinground
821189809343500288	twittelzie_nl	#WieHieronder?: heeft nog nooit een boek open gehad?	#WieHieronder ?: heeft nog nooit een boek open gehad ?
821189813772709888	Energie_Nuon	Heijmans en Nuon hoeven geen subsidie voor 1.000 nieuwe ... - BD.nl https://t.co/aZhlGdgYw7 #energieleverancier	Heijmans en Nuon hoeven geen subsidie voor 1.000 nieuwe ... - BD . nl https://t.co/aZhlGdgYw7 #energieleverancier
821189816234737665	SvenB112	RT @PolNieuwkoopKB: Controle voertuig op Oude Spoorbaan in #Zevenhoven; 38-jarige bestuurder uit #Rotterdam reed voor 4e x zonder rijbe…	RT @PolNieuwkoopKB : Controle voertuig op Oude Spoorbaan in #Zevenhoven ; 38- jarige bestuurder uit #Rotterdam reed voor 4e x zonder rijbe …
821189818738581504	i2377	#Van Hoorne theater presenteert ROODKAPJE De Musical: Het eeuwenoude sprookje over een lief meisje dat koekjes gaat… https://t.co/pUaCD65AQJ	#Van Hoorne theater presenteert ROODKAPJE De Musical : Het eeuwenoude sprookje over een lief meisje dat koekjes gaat … https://t.co/pUaCD65AQJ
821189827261583360	bweby_dee	Ke u hopotse, maar u nlahlile hlooho akere 😔 https://t.co/w1BgepcQae	Ke u hopotse , maar u nlahlile hlooho akere 😔 https://t.co/w1BgepcQae
821189847973040128	sexbioscoop	#sexcontact CatchoftheDay - Online Burgerlijke staat: alleenstaand Woonplaats: Geslacht: Vrouw Leeftijd: 36 Lengte… https://t.co/gHdTV65CmY	#sexcontact CatchoftheDay - Online Burgerlijke staat : alleenstaand Woonplaats : Geslacht : Vrouw Leeftijd : 36 Lengte … https://t.co/gHdTV65CmY
821189848254005248	BXRadio_	Nieuw op https://t.co/HGCViKvmw7 : Tolvrije tunnel kost half miljard euro https://t.co/bcGzCiuEUs	Nieuw op https://t.co/HGCViKvmw7 : Tolvrije tunnel kost half miljard euro https://t.co/bcGzCiuEUs
821189848635740160	sexbioscoop	#sexcontact freshme - Online Burgerlijke staat: alleenstaand Woonplaats: Woerden Geslacht: Vrouw Leeftijd: 31… https://t.co/N0D0CezFDs	#sexcontact freshme - Online Burgerlijke staat : alleenstaand Woonplaats : Woerden Geslacht : Vrouw Leeftijd : 31… https://t.co/N0D0CezFDs
821189851835985921	sport1nl	Kirsten Flipkens uitgeschakeld in eerste ronde van de Australian Open https://t.co/WP4fGK2dUi #sporten #sport #nieuws	Kirsten Flipkens uitgeschakeld in eerste ronde van de Australian Open https://t.co/WP4fGK2dUi #sporten #sport #nieuws
821189856445472770	grannycoo	RT @elza_news: Zeker 27 doden door pest in Madagaskar https://t.co/bF605Pp8dI via @NUnl	RT @elza_news : Zeker 27 doden door pest in Madagaskar https://t.co/bF605Pp8dI via @NUnl
821189861218598913	johnnybegood757	@JoostNiemoller dan vooral negeren dat idiote mens met haar nog idiotere kandidatenlijst! Wat een stel dwazen! #art1kel #minder	@JoostNiemoller dan vooral negeren dat idiote mens met haar nog idiotere kandidatenlijst ! Wat een stel dwazen ! #art1kel #minder
821189862430822400	meteonunspeet	04:00 : Temp: -3.3°C, Gev: -6.1°C , Wind: ONO, 0 mps (gem), 2 mps (max), Vocht: 90%, Regen (uur) 0.0 mm, Druk: 1039 hPa, stijgt langzaam	04:00 : Temp : -3.3°C, Gev : -6.1°C , Wind : ONO , 0 mps ( gem ), 2 mps ( max ), Vocht : 90%, Regen ( uur ) 0.0 mm , Druk : 1039 hPa , stijgt langzaam
821189872769728512	KarlShatterhand	#Turkije heeft haar hardhandig optreden tegen Koerdische politici in de afgelopen maanden opgevoerd. https://t.co/4ZnUGWVhqS #Erdogan	#Turkije heeft haar hardhandig optreden tegen Koerdische politici in de afgelopen maanden opgevoerd . https://t.co/4ZnUGWVhqS #Erdogan
821189882706010114	_showbizz	´Holliday cancelde inauguratie na bedreiging´ https://t.co/ax0f3oLmcX Zangeres Jennifer Holliday heeft haar optreden tijdens de inaugurati…	´ Holliday cancelde inauguratie na bedreiging ´ https://t.co/ax0f3oLmcX Zangeres Jennifer Holliday heeft haar optreden tijdens de inaugurati …
821189882538295296	BerrylLnthrst	RT @thierrybaudet: Officiële mededeling: FVD sluit na de verkiezingen de EU uit van verdere deelname aan de regering. #uitsluitseizoen #ste…	RT @thierrybaudet : Officiële mededeling : FVD sluit na de verkiezingen de EU uit van verdere deelname aan de regering . #uitsluitseizoen #ste …
821189884207566848	_showbizz	Neef George Michael haalt uit naar Fadi Fawaz https://t.co/fiAQEUKzC1 Een neef van George Michael beschuldigt diens vriend Fadi Fawaz erva…	Neef George Michael haalt uit naar Fadi Fawaz https://t.co/fiAQEUKzC1 Een neef van George Michael beschuldigt diens vriend Fadi Fawaz erva …
821189886061506560	_showbizz	Bieber-imitator opgepakt wegens afpersing https://t.co/UhYd1KOhWY Een man die zich online voordeed als #JustinBieber om zo naaktfoto´s van…	Bieber-imitator opgepakt wegens afpersing https://t.co/UhYd1KOhWY Een man die zich online voordeed als #JustinBieber om zo naaktfoto ´s van …
821189888838144000	Klimaatverbond	RT @FluxEnergie: Morgen hoorzitting Tweede Kamer over Wet VET (Voortgang EnergieTransitie). Meningen nogal verdeeld.…	RT @FluxEnergie : Morgen hoorzitting Tweede Kamer over Wet VET ( Voortgang EnergieTransitie ). Meningen nogal verdeeld .…
821189889312100352	shire790t	Chirurgen worden vaak gezien als helden van het chirurg. Feitelijk zijn het mensen zoals Charles. Donoren houden NL in leven.	Chirurgen worden vaak gezien als helden van het chirurg . Feitelijk zijn het mensen zoals Charles . Donoren houden NL in leven .
821189897335828481	Klimaatverbond	RT @FluxEnergie: Provincie Gelderland waarschuwt: ‘Taken netwerkbedrijven niet beperken; we hebben alle slagkracht nodig’…	RT @FluxEnergie : Provincie Gelderland waarschuwt : ‘ Taken netwerkbedrijven niet beperken ; we hebben alle slagkracht nodig ’…
821189908475867136	erectiemiddelen	#sexcam freshme - Online Burgerlijke staat: alleenstaand Woonplaats: Woerden Geslacht: Vrouw Leeftijd: 31 Lengte… https://t.co/ORWcRKMjgo	#sexcam freshme - Online Burgerlijke staat : alleenstaand Woonplaats : Woerden Geslacht : Vrouw Leeftijd : 31 Lengte … https://t.co/ORWcRKMjgo
821189912322052096	erectiemiddelen	#sexcam CatchoftheDay - Online Burgerlijke staat: alleenstaand Woonplaats: Geslacht: Vrouw Leeftijd: 36 Lengte… https://t.co/Ts76A8qtL8	#sexcam CatchoftheDay - Online Burgerlijke staat : alleenstaand Woonplaats : Geslacht : Vrouw Leeftijd : 36 Lengte … https://t.co/Ts76A8qtL8
821189952155193346	simmmxoxo	@geraldinegusay aw ik u miss me (-:	@geraldinegusay aw ik u miss me (-:
821189960715747328	VerlenePinkston	ga vandaag met de liefsteen zwemmen !	ga vandaag met de liefsteen zwemmen !
821189977044357120	JeroenPaul	@Depressiegala Hoe was het vanavond?	@Depressiegala Hoe was het vanavond ?
821189979384807426	radioericah	Nu op Radio Erica: Janne & Gerrit Schinkel - Kom Thuis Voor Het Avondmaal	Nu op Radio Erica : Janne & Gerrit Schinkel - Kom Thuis Voor Het Avondmaal
821189978722078720	Fub_Fub	Dit is @cdavandaag Buma: "niet wie beledigt, maar wie beledigd wordt, krijgt onze bescherming" https://t.co/9FSzdQPmN1	Dit is @cdavandaag Buma : " niet wie beledigt , maar wie beledigd wordt , krijgt onze bescherming " https://t.co/9FSzdQPmN1
821189987278274561	MarianaPRojas	@afremgaleria @Chipoclepicoso Voor mij? Gelieve!! 😍	@afremgaleria @Chipoclepicoso Voor mij ? Gelieve !! 😍
821189997617434624	247robby	#Berlin Heb jij ook een #erotische of #adult site ? Verklein nu de #links daarvan, en #verdien extra #inkomen https://t.co/Kvg4ejq42J	#Berlin Heb jij ook een #erotische of #adult site ? Verklein nu de #links daarvan , en #verdien extra #inkomen https://t.co/Kvg4ejq42J
821190012750413825	grannycoo	RT @elza_news: Laatste astronaut die op maan liep, Gene Cernan, overleden (82) https://t.co/ArNhBp5ShR via @NUnl	RT @elza_news : Laatste astronaut die op maan liep , Gene Cernan , overleden (82) https://t.co/ArNhBp5ShR via @NUnl
821190052600512512	NLKadaver	Ik vind een @YouTube-video van @mcluckycraft leuk: https://t.co/kqKKo4uNJB Minecraft Survival - Overleven - De basis	Ik vind een @YouTube - video van @mcluckycraft leuk : https://t.co/kqKKo4uNJB Minecraft Survival - Overleven - De basis
821190053561069568	Eldorado_Radio	radio eldorado - nonstop uit studio heerde draait nu : george baker selection - un melody d'amour #hits #muziek	radio eldorado - nonstop uit studio heerde draait nu : george baker selection - un melody d'amour #hits #muziek
821190057021345793	johnnybegood757	RT @Mirjam152: Over asieleisers uit Eritrea: "Er wordt inzet en inspanning van asielzoekers gevraagd, maar dat past niet in de mi…	RT @Mirjam152 : Over asieleisers uit Eritrea : " Er wordt inzet en inspanning van asielzoekers gevraagd , maar dat past niet in de mi …
821190077141356544	JeroenPaul	@fpathuis Hoe was het?	@fpathuis Hoe was het ?
821190086175948800	Khad1jah_	RT @thehomiejade: het leven moet vol liefde en geluk	RT @thehomiejade : het leven moet vol liefde en geluk
821190097118838784	johnnybegood757	RT @Gumstarr: Als halverwege de avond je pil opeens aanslaat... https://t.co/8J77R8hzdt	RT @Gumstarr : Als halverwege de avond je pil opeens aanslaat ... https://t.co/8J77R8hzdt
821190103578066944	hetweerlive	17/01/2017 - 04u00 : -Temperatuur: -2,2°C -Vochtigheid: 98% -Neerslag vandaag: 0,0 mm -Luchtdruk: 1029,0 hPa -Windsnelheid: 0,0 km/h	17/01/2017 - 04u00 : - Temperatuur : -2,2°C - Vochtigheid : 98% - Neerslag vandaag : 0,0 mm - Luchtdruk : 1029,0 hPa - Windsnelheid : 0,0 km /h
821190121617817600	frankahummels	RT @JetM: Sjooooo persbureau AP wordt even vilein hier. https://t.co/LEuWU41idN	RT @JetM : Sjooooo persbureau AP wordt even vilein hier . https://t.co/LEuWU41idN
821190121114468352	SlijkhuisS	RT @frenkie4allll: Trump is goed bezig! https://t.co/KdmpRmuBU3	RT @frenkie4allll : Trump is goed bezig ! https://t.co/KdmpRmuBU3
821190132992802817	Zander60681697	@GreekEsports ik right	@GreekEsports ik right
821190134993391616	RegioDate	Magali 24 jr.op zoek naar een buddy https://t.co/AYG4weDflA	Magali 24 jr . op zoek naar een buddy https://t.co/AYG4weDflA
821190137174458368	fantasievriend	@ANanninga Borstvoeding is iets moois en natuurlijks. Net als masturberen. En dat doe ik meestal ook niet in de Media Markt.	@ANanninga Borstvoeding is iets moois en natuurlijks . Net als masturberen . En dat doe ik meestal ook niet in de Media Markt .
821190169193775104	achteraan	Alles over #Superfoods, supplementen, vitamines, mineralen, maaltijden, yoga, magnesiumbaden#tdd https://t.co/cjiCCyGISq #lab	Alles over #Superfoods , supplementen , vitamines , mineralen , maaltijden , yoga , magnesiumbaden #tdd https://t.co/cjiCCyGISq #lab
821190174482763776	Meteodenhelder	Temperatuur: -3.5C Type: Mostly Cloudy Vocht: 97% Windsnelheid: 1.77m/s Richting: ZO Druk: 1035.145Hpa Regen: - MMPU #DenHelder	Temperatuur : -3.5C Type : Mostly Cloudy Vocht : 97% Windsnelheid : 1.77m/s Richting : ZO Druk : 1035.145 Hpa Regen : - MMPU #DenHelder
821190188051341312	AhmedAarad	@RogerVleugels gelukkig krijgen we een hoorzitting waar #cda #pvv en #vvd niet aan mee doen en er mogen geen conclusies worden getrokken...	@RogerVleugels gelukkig krijgen we een hoorzitting waar #cda #pvv en #vvd niet aan mee doen en er mogen geen conclusies worden getrokken ...
821190190354075649	amberamon	De MontAna airfryer...hoe werkt ie eigenlijk? - https://t.co/dWx6ht3Ftj via @Shareaholic	De MontAna airfryer ... hoe werkt ie eigenlijk ? - https://t.co/dWx6ht3Ftj via @Shareaholic
821190198331641857	opennViral	#crowdfunding Top 10 grootste crowdfunding campagnes allertijden op Kickstarter… https://t.co/m1Hwrh93Xr	#crowdfunding Top 10 grootste crowdfunding campagnes allertijden op Kickstarter … https://t.co/m1Hwrh93Xr
821190199313133569	Directsuccesvol	Platte Buik krijgen zonder sporten - https://t.co/7JtaLaU0u4 https://t.co/VHbUwanxRJ	Platte Buik krijgen zonder sporten - https://t.co/7JtaLaU0u4 https://t.co/VHbUwanxRJ
821190200177127424	poppieoosthuize	Mag julle vandag die mooiste dag saam met Jesus he, waarin Hy vir julle deurkom op spesiale maniere. Dankie... https://t.co/HaOC7QtAtM	Mag julle vandag die mooiste dag saam met Jesus he , waarin Hy vir julle deurkom op spesiale maniere . Dankie ... https://t.co/HaOC7QtAtM
821190201078849537	heiitsjacky	@jackswilkx @EoghanFromTaken echt een koekwauw 1ste klas vindt je ook nie?	@jackswilkx @EoghanFromTaken echt een koekwauw 1 ste klas vindt je ook nie ?
