820812818714947584	Weerschoonebeek	| Temp -4.4 oC | Windsnelheid 0.0 km/h uit NNW | 0.0 mm neerslag| wolkenhoogte:51 meter |	| Temp -4.4 oC | Windsnelheid 0.0 km /h uit NNW | 0.0 mm neerslag | wolkenhoogte :51 meter |
820824094606315521	ambervangeh	RT @Charluvv: Wanneer iemand terug vrienden wilt zijn nadat ge uw mama al hebt verteld wa voor slechte dingen die persoon heeft g…	RT @Charluvv : Wanneer iemand terug vrienden wilt zijn nadat ge uw mama al hebt verteld wa voor slechte dingen die persoon heeft g…
820824099207467009	sjwxmpi	@noneofyrbsnss @IvonaRealShady @abdoushakurdiou Daar moet ik u wel gelijk in geven	@noneofyrbsnss @IvonaRealShady @abdoushakurdiou Daar moet ik u wel gelijk in geven
820824103795953664	Forellimr	Beetje slapen	Beetje slapen
820824104458657794	twimmercom	pvv is nr.6 trending hashtag in NL in afgelopen 2 uur. https://t.co/irl1haVKCb #pvv	pvv is nr .6 trending hashtag in NL in afgelopen 2 uur . https://t.co/irl1haVKCb #pvv
820824105519816704	twimmercom	trump is nr.6 trending hashtag in NL in afgelopen 4 uur. https://t.co/bvHDJBnUGd #trump	trump is nr .6 trending hashtag in NL in afgelopen 4 uur . https://t.co/bvHDJBnUGd #trump
820824116781608960	jolanda63327	RT @brasilsamba: #Nederlandweervanons,doei @VVD @groenlinks @PvdA @D66 @CDA en de andere landverraders !!!!!!!!!!! https://t.co/x34B1GmUTr	RT @brasilsamba : #Nederlandweervanons , doei @VVD @groenlinks @PvdA @D66 @CDA en de andere landverraders !!!!!!!!!!! https://t.co/x34B1GmUTr
820824116928385026	Hetverlorenboek	Deze foto is van klas6 uit Engeland little earthling heeft de fotograaf geplaatst.. https://t.co/vs9LdkPvVy	Deze foto is van klas 6 uit Engeland little earthling heeft de fotograaf geplaatst .. https://t.co/vs9LdkPvVy
820824122791968768	2RingsNL	“Honderdtwintig dagen zelfstandig” by @arndjan https://t.co/8k1jz4Tf1L	“ Honderdtwintig dagen zelfstandig ” by @arndjan https://t.co/8k1jz4Tf1L
820824126285877252	kvrstxnn_bot	het moet smaken naar nieuwe papa.	het moet smaken naar nieuwe papa .
820824139837698050	weerkronenburg	#kronenburg Dry Temp:-0.9°C Vocht:98 Wind:0.0 km/h uit N Regen: 0 mm Baro:1023.0 hPa Rising UV:0.0	#kronenburg Dry Temp :-0.9°C Vocht :98 Wind :0.0 km /h uit N Regen : 0 mm Baro :1023.0 hPa Rising UV :0.0
820824149534896129	SSexdates	Sex dating contact met: zakenvrouwtje66 uit , https://t.co/UhhJpBvWKp	Sex dating contact met : zakenvrouwtje 66 uit , https://t.co/UhhJpBvWKp
820824148297601025	ThemaTon_com	#websites voor #entrepreneurs Al vanaf €400,- incl. domein+hosting voor 1 jaar. https://t.co/ywfoOvH04T https://t.co/6N9VnPFEw3	#websites voor #entrepreneurs Al vanaf €400,- incl . domein + hosting voor 1 jaar . https://t.co/ywfoOvH04T https://t.co/6N9VnPFEw3
820824151753654272	michaeaeael	ik ben klaar met 75% van de leerstof maar ik durf niet herhalen omdat ik bang ben dat ik niks meer weet	ik ben klaar met 75% van de leerstof maar ik durf niet herhalen omdat ik bang ben dat ik niks meer weet
820824153120980992	SexInJouBuurtNL	ik ben slank, ik heb goeie lekkere billen , ben licht getint en heb krullen. ik https://t.co/3wRqSNamRB #webcamsex https://t.co/MvxBHflfy7	ik ben slank , ik heb goeie lekkere billen , ben licht getint en heb krullen . ik https://t.co/3wRqSNamRB #webcamsex https://t.co/MvxBHflfy7
820824153573982209	Wsdrunen	Het weer in Drunen op 16/01/17 om 03:40: Temperatuur: 1.4C Vochtigheid: 99 Dauwpunt: 1.3C Wind: 0.6 km/h vanuit het WSW Regen: 0.0 mm	Het weer in Drunen op 16/01/17 om 03:40: Temperatuur : 1.4C Vochtigheid : 99 Dauwpunt : 1.3C Wind : 0.6 km /h vanuit het WSW Regen : 0.0 mm
820824153527828480	OrangeWave_nl	#curaçao Coral Estate is een prachtig exclusief resort aan de zuidkust van Curacao Visit: https://t.co/AcYVb4dBl9 https://t.co/epwEr0m4yO	#curaçao Coral Estate is een prachtig exclusief resort aan de zuidkust van Curacao Visit : https://t.co/AcYVb4dBl9 https://t.co/epwEr0m4yO
820824156413497344	SSexdates	Hotel Seksdate met: GerSingle1969 uit , https://t.co/YpRUrv6tBZ	Hotel Seksdate met : GerSingle 1969 uit , https://t.co/YpRUrv6tBZ
820824155889238016	_EroBlogs	Ik ga er niet omheen draaien heb het... https://t.co/LlPAHCXX0H #Schreeuwen https://t.co/7L5OH9ZVRk	Ik ga er niet omheen draaien heb het ... https://t.co/LlPAHCXX0H #Schreeuwen https://t.co/7L5OH9ZVRk
820824159664111616	ero_contact	Ik ben een knappe lekkere meid! Die lekker houdt van cammen https://t.co/jVfCvnWOp4 #webcamsex https://t.co/RZhieL0AFA	Ik ben een knappe lekkere meid ! Die lekker houdt van cammen https://t.co/jVfCvnWOp4 #webcamsex https://t.co/RZhieL0AFA
820824162742792193	Hasselhoff_News	David Hasselhoff maakt 'naakte sneeuwengelen' - AD.nl #DavidHasselhoff https://t.co/XUVfEr29Pl	David Hasselhoff maakt ' naakte sneeuwengelen ' - AD . nl #DavidHasselhoff https://t.co/XUVfEr29Pl
820824163178975233	_EroBlogs	Als het mooi weer is ben ik echt... https://t.co/DTp2wgxNf6 #gescheiden https://t.co/ztotXNnquA	Als het mooi weer is ben ik echt ... https://t.co/DTp2wgxNf6 #gescheiden https://t.co/ztotXNnquA
820824165594722304	86Roos	Amerikaanse milieuwaakhond blijft lastig doen… https://t.co/zPjW999xdi	Amerikaanse milieuwaakhond blijft lastig doen … https://t.co/zPjW999xdi
820824167708770304	VosHilda	@JKoeslag @Politie24 ja ok maar ook een stuk over sterrenkwartier,terhoogte van kometenstraat.	@JKoeslag @Politie24 ja ok maar ook een stuk over sterrenkwartier , terhoogte van kometenstraat .
820824171173347328	IkBenEenMatroos	retweet als je swag hebt January 16, 2017 at 03:45AM	retweet als je swag hebt January 16, 2017 at 03:45 AM
820824170871320577	_SexKontakte	Jonge studente, 18 jaar, wilt graag wat extra's bijverdienen door mannen naar mi https://t.co/5Revigxy8T #webcamsex https://t.co/rhkn8fqwxA	Jonge studente , 18 jaar , wilt graag wat extra's bijverdienen door mannen naar mi https://t.co/5Revigxy8T #webcamsex https://t.co/rhkn8fqwxA
820824174503440384	NieuwsBuzz	"Anis Amri reisde in de maanden voor aanslag in Berlijn vaak naar ons land" - Het Laatste Nieuws https://t.co/VeSjAk3P5v #nieuwsbuzz	" Anis Amri reisde in de maanden voor aanslag in Berlijn vaak naar ons land " - Het Laatste Nieuws https://t.co/VeSjAk3P5v #nieuwsbuzz
820824148297601025	ThemaTon_com	#websites voor #entrepreneurs Al vanaf €400,- incl. domein+hosting voor 1 jaar. https://t.co/ywfoOvH04T https://t.co/6N9VnPFEw3	#websites voor #entrepreneurs Al vanaf €400,- incl . domein + hosting voor 1 jaar . https://t.co/ywfoOvH04T https://t.co/6N9VnPFEw3
820824178152665089	peggy37547398	Wat is jouw persoonlijke kleur voor 2017? https://t.co/JxzO93LTES	Wat is jouw persoonlijke kleur voor 2017? https://t.co/JxzO93LTES
820824183294676993	newsfeit	#newsfeit: Bertens uitgeschakeld op Australian Open https://t.co/WJuFJ6uAHR #ad.nl	#newsfeit : Bertens uitgeschakeld op Australian Open https://t.co/WJuFJ6uAHR #ad . nl
820824185433788416	LaatsteNieuwszz	Bertens uitgeschakeld op Australian Open https://t.co/3DQtCr6ysW	Bertens uitgeschakeld op Australian Open https://t.co/3DQtCr6ysW
820824186549510144	KooppleinAenA	Mooi ruim bureau, deze voor donderdag op te halen https://t.co/w4gzF41XdR https://t.co/jLcq28vSwS	Mooi ruim bureau , deze voor donderdag op te halen https://t.co/w4gzF41XdR https://t.co/jLcq28vSwS
820824189535821824	vleeskroket	@NOS ongelooflijk zielig zeg. Manmanman. Again: poten af van hulpverleners en hun spullen en voertuigen. Keihard straffen	@NOS ongelooflijk zielig zeg . Manmanman . Again : poten af van hulpverleners en hun spullen en voertuigen . Keihard straffen
820824192102895616	frankhenzen	RT @hungariahuizen: Op zoek naar informatie over #Hongarije? Op de @devakantiebeurs staan Balatontourist, de Hongarijespecialist en…	RT @hungariahuizen : Op zoek naar informatie over #Hongarije ? Op de @devakantiebeurs staan Balatontourist , de Hongarijespecialist en …
820824193940000768	authenticPoppie	Ambulancemedewerker van tas beroofd tijdens werk - https://t.co/rwDomTw8BK te triest voor woorden dit	Ambulancemedewerker van tas beroofd tijdens werk - https://t.co/rwDomTw8BK te triest voor woorden dit
820824194724175873	JERMMcKe0n	RT @982thebeat: @djkingassassin Werk by kCAne MarkCO @kCAneMarkCO https://t.co/js5ZfvYa1d https://t.co/GxOXFr8fFK	RT @982thebeat : @djkingassassin Werk by kCAne MarkCO @kCAneMarkCO https://t.co/js5ZfvYa1d https://t.co/GxOXFr8fFK
820824194216824833	URBevent	The Piano Guys - 01-06-2017 - 20:00 - Het wereldwijde internetfenomeen The Piano Guys komt volgend jaar naar ons...… https://t.co/eLLMtSPdzZ	The Piano Guys - 01-06-2017 - 20:00 - Het wereldwijde internetfenomeen The Piano Guys komt volgend jaar naar ons ...… https://t.co/eLLMtSPdzZ
820824200986427392	Checkaanbieding	Ik ga #voordelig naar #Marokko op #vakantie door een aanbieding van #MarokkoReizen https://t.co/WdeBWxg5pm	Ik ga #voordelig naar #Marokko op #vakantie door een aanbieding van #MarokkoReizen https://t.co/WdeBWxg5pm
820824204266405889	NYUnderWorldArt	Zin-Zeta - He Hit Me (Prod by Zin-Zeta) #ListenLive https://t.co/eYtLYn8y5X	Zin-Zeta - He Hit Me ( Prod by Zin-Zeta ) #ListenLive https://t.co/eYtLYn8y5X
820824211618820096	4nya7	@null op;l379f3.030beh0np2	@null op ;l379f3.030 beh 0 np 2
820824212340232192	tamar_busch	twexit hoei slapen, morgen weer school.. heb ik echt geen zin in ): twexit hoei!	twexit hoei slapen , morgen weer school .. heb ik echt geen zin in ): twexit hoei !
820824214856929281	3843050P	@Elenwin7 @BartNijman luister naar deze filosoof bart 😂https://t.co/3nEuDJiVDV	@Elenwin7 @BartNijman luister naar deze filosoof bart 😂 https://t.co/3nEuDJiVDV
820824215314120705	klauwdja	RT @xZoedevos: 1 knuffel van u betekend meer dan duizend woorden †	RT @xZoedevos : 1 knuffel van u betekend meer dan duizend woorden †
820824222129852416	jovanyyyyyy	Hoop?	Hoop ?
820824227787972612	_Onderwijs	Lichte groei aantal vrouwelijke hoogleraren Het aantal vrouwelijke hoogleraren is de afgelopen jaren steeds een be… https://t.co/oFWFXXuoSV	Lichte groei aantal vrouwelijke hoogleraren Het aantal vrouwelijke hoogleraren is de afgelopen jaren steeds een be … https://t.co/oFWFXXuoSV
820824231348998145	Hetverlorenboek	RT @Hetverlorenboek: Deze foto is van klas6 uit Engeland little earthling heeft de fotograaf geplaatst.. https://t.co/vs9LdkPvVy	RT @Hetverlorenboek : Deze foto is van klas 6 uit Engeland little earthling heeft de fotograaf geplaatst .. https://t.co/vs9LdkPvVy
820824232200388610	Moossie43	RT @BuienRadarNL: Houd vannacht en morgenochtend rekening met gladheid en (dichte) mist. Morgen veel zon en het wordt koud…	RT @BuienRadarNL : Houd vannacht en morgenochtend rekening met gladheid en ( dichte ) mist . Morgen veel zon en het wordt koud …
820824237933936640	lynnetteodlozi2	supersale lets gooooooooooooooooooooooooooooo!!!! supersale!!! veel plezier!!	supersale lets gooooooooooooooooooooooooooooo !!!! supersale !!! veel plezier !!
820824237653037057	jolanda63327	RT @JamesRodgerP: Dus #rutte en de media gaan nu al voor winst??? Zelfs die reetlikker van rtl4 #gestoord	RT @JamesRodgerP : Dus #rutte en de media gaan nu al voor winst ??? Zelfs die reetlikker van rtl 4 #gestoord
820824241654403072	whutevas	Horloges & Accessoires koop je online bij TopDealer.nl? Horloges ? Horlogeboxen ? Watchwinders ? Watchtools #tdd https://t.co/rU416CgQBj #…	Horloges & Accessoires koop je online bij TopDealer . nl ? Horloges ? Horlogeboxen ? Watchwinders ? Watchtools #tdd https://t.co/rU416CgQBj #…
820824246070951936	whutevas	even #lekker weg #kkl https://t.co/rQbECrjKPG #sup	even #lekker weg #kkl https://t.co/rQbECrjKPG #sup
820824246691606528	ryanmossAU	@aClay1788 OP OP	@aClay1788 OP OP
820824254379790337	vetbot_	ben gewoon hetero hoor	ben gewoon hetero hoor
820824261527007232	weergieten	Weerstation Gieten Temp:-1.4C min/max:-2.9C/-1.4C Gev.temp:-1.4C Wind:0.0 km/h WNW max:6.4 km/h Regen: 0.0 mm #weer #gieten #drenthe	Weerstation Gieten Temp :-1.4C min / max :-2.9C/-1.4C Gev . temp :-1.4C Wind :0.0 km /h WNW max :6.4 km /h Regen : 0.0 mm #weer #gieten #drenthe
820824264249081856	FredvanHeukelom	RT @FreeInHart: Dr. Udo Ulfkotte (1960-2017) Een goed journalist is van ons heen gegaan! De waarheid heeft waarde!!! https://t.co/sKqaOUfp…	RT @FreeInHart : Dr . Udo Ulfkotte (1960-2017) Een goed journalist is van ons heen gegaan ! De waarheid heeft waarde !!! https://t.co/sKqaOUfp …
820824273656942592	SEX0906SEX	#dating #contact Twiggyke (24 jaar) - Online Geslacht: vrouw Land: Provincie: Woonplaats: Kleur haar: blond Kleur… https://t.co/LfiL9pRhEo	#dating #contact Twiggyke (24 jaar ) - Online Geslacht : vrouw Land : Provincie : Woonplaats : Kleur haar : blond Kleur … https://t.co/LfiL9pRhEo
820824274210537472	SEX0906SEX	#dating #contact Arrogantjexx (42 jaar) - Online Geslacht: vrouw Land: Provincie: Woonplaats: Kleur haar: gekleurd… https://t.co/tK8Vwi4r3C	#dating #contact Arrogantjexx (42 jaar ) - Online Geslacht : vrouw Land : Provincie : Woonplaats : Kleur haar : gekleurd … https://t.co/tK8Vwi4r3C
820824275187879936	SEX0906SEX	#dating #contact Apieee19930809 (23 jaar) - Online Geslacht: vrouw Land: Nederland Provincie: Groningen Woonplaats… https://t.co/TFpq6A5F00	#dating #contact Apieee 19930809 (23 jaar ) - Online Geslacht : vrouw Land : Nederland Provincie : Groningen Woonplaats … https://t.co/TFpq6A5F00
820824281877778433	SEX0906SEX	#dating #contact iwantu (32 jaar) - Online Geslacht: vrouw Land: Provincie: Woonplaats: Kleur haar: bruin Kleur… https://t.co/Md7KKHZiFN	#dating #contact iwantu (32 jaar ) - Online Geslacht : vrouw Land : Provincie : Woonplaats : Kleur haar : bruin Kleur … https://t.co/Md7KKHZiFN
820824282536300544	SEX0906SEX	#dating #contact SelfieRose (32 jaar) - Online Geslacht: vrouw Land: Provincie: Woonplaats: Kleur haar: bruin… https://t.co/IQLIFTvWxi	#dating #contact SelfieRose (32 jaar ) - Online Geslacht : vrouw Land : Provincie : Woonplaats : Kleur haar : bruin … https://t.co/IQLIFTvWxi
820824283400335360	SEX0906SEX	#dating #contact Lelieknopje (40 jaar) - Online Geslacht: vrouw Land: Provincie: Woonplaats: Kleur haar: blond… https://t.co/P68eQYUrgC	#dating #contact Lelieknopje (40 jaar ) - Online Geslacht : vrouw Land : Provincie : Woonplaats : Kleur haar : blond … https://t.co/P68eQYUrgC
820824284096557056	SEX0906SEX	#dating #contact JigsJa54 (62 jaar) - Online Geslacht: vrouw Land: Provincie: Woonplaats: Kleur haar: gekleurd… https://t.co/iBu65lUeLY	#dating #contact JigsJa 54 (62 jaar ) - Online Geslacht : vrouw Land : Provincie : Woonplaats : Kleur haar : gekleurd … https://t.co/iBu65lUeLY
820824285715529732	wijkaanzeeweer	#weer #wijkaanzee: weer: Dry | temp: -0.4 | vocht:86 pct | wind:0.0 km/u | richting: ESE | zee: calm-glassy sea > (https://t.co/6BhbnBvkTy)	#weer #wijkaanzee : weer : Dry | temp : -0.4 | vocht :86 pct | wind :0.0 km /u | richting : ESE | zee : calm-glassy sea > ( https://t.co/6BhbnBvkTy)
820824300093587459	jolanda63327	RT @jeandezwaan: Deze organisatie zoekt Nederlandse en Vlaamse strijders, veteranen, ex militairen, politie, voor opzet van nieuwe m…	RT @jeandezwaan : Deze organisatie zoekt Nederlandse en Vlaamse strijders , veteranen , ex militairen , politie , voor opzet van nieuwe m…
820824315574751237	NieuwsnlJ	Ook 50-plussers actief op stembureau in gemeente Nissewaard. https://t.co/PWRhwTNyAT	Ook 50- plussers actief op stembureau in gemeente Nissewaard . https://t.co/PWRhwTNyAT
820824317374169088	j0rdynnnnnnn	ik! and bet https://t.co/V1BMCMIkEb	ik ! and bet https://t.co/V1BMCMIkEb
820824322843389953	GolfshotGPS	RT @RobertEsseboom: Ik heb een 47 geslagen op Openbare Golfclub Dronten met @GolfshotGPS https://t.co/97sNqxtNuL #yourbestgolf https://t.co…	RT @RobertEsseboom : Ik heb een 47 geslagen op Openbare Golfclub Dronten met @GolfshotGPS https://t.co/97sNqxtNuL #yourbestgolf https://t.co …
820824324160503809	klauwdja	RT @medusapapii: Kan niet blijven geven als ik niks ontvang	RT @medusapapii : Kan niet blijven geven als ik niks ontvang
820824329726361603	frankhenzen	RT @IerlandToerisme: Ierland is op @devakantiebeurs van 11 t/m 15 januari! Bezoek onze stand - Hal 11, D012!! https://t.co/dZw6tZ3WuD https…	RT @IerlandToerisme : Ierland is op @devakantiebeurs van 11 t/m 15 januari ! Bezoek onze stand - Hal 11, D012!! https://t.co/dZw6tZ3WuD https …
820824332385615872	IYachou	Ik vind een @YouTube-video van @fazeapex leuk: https://t.co/KP24x2mVQt ATTEMPTING TO BREAK GUINNESS WORLD RECORDS #6	Ik vind een @YouTube - video van @fazeapex leuk : https://t.co/KP24x2mVQt ATTEMPTING TO BREAK GUINNESS WORLD RECORDS #6
820824334734422016	Escovan	En flikker op met je hele beïnvloedingssysteem, berichtjes via de radio, (nee niet in mijn kies) via de TV, IK ZAL NOOIT ALS JULLIE ZIJN!	En flikker op met je hele beïnvloedingssysteem , berichtjes via de radio , ( nee niet in mijn kies ) via de TV , IK ZAL NOOIT ALS JULLIE ZIJN !
820824340560101376	rjrietveldt	Sergeant-majoor Greg Lowery is even 'Donald Trump': "Dames en heren", schalt het plechtig over…… https://t.co/rWYSx8N0fj	Sergeant-majoor Greg Lowery is even ' Donald Trump ': " Dames en heren ", schalt het plechtig over …… https://t.co/rWYSx8N0fj
820824366296535042	openomroep	#NIEUWS Carnavalsfeestje bij open dag wagenbouwers in Breda [FOTO'S ... - Omroep Brabant… https://t.co/sJcXEWFvsK	#NIEUWS Carnavalsfeestje bij open dag wagenbouwers in Breda [ FOTO'S ... - Omroep Brabant … https://t.co/sJcXEWFvsK
820824367760285696	KarlShatterhand	Turkse aanklager onderzoekt klacht marteling niet. Politieofficier immuun door de noodtoestand #Erdogan #Turkije… https://t.co/P5GctRwVmv	Turkse aanklager onderzoekt klacht marteling niet . Politieofficier immuun door de noodtoestand #Erdogan #Turkije … https://t.co/P5GctRwVmv
820824369740087296	DRB300	@ClaudiaBenSalah @moniquedenhaan 24 vragen over dit test concept beneden in deze file https://t.co/qaEoxtJR5O	@ClaudiaBenSalah @moniquedenhaan 24 vragen over dit test concept beneden in deze file https://t.co/qaEoxtJR5O
820824370209755136	WILLY_KAREL	RT @voetbal24be: Anderlecht-fans zijn razend na komst van Trebel en eisen ontslag van Van Holsbeeck https://t.co/pKDiHawdPP https://t.co/a6…	RT @voetbal24be : Anderlecht-fans zijn razend na komst van Trebel en eisen ontslag van Van Holsbeeck https://t.co/pKDiHawdPP https://t.co/a6 …
820824378975735809	GreetvanGorsel	'Mijn vriendin zit constant op haar smartphone' - &nbsp; - TROUW https://t.co/yCEzvCvHoP via @Trouw	' Mijn vriendin zit constant op haar smartphone ' - & nbsp ; - TROUW https://t.co/yCEzvCvHoP via @Trouw
820824391269384192	DateChick1	#geil corien-en-lin - corien-en-lin Leeftijd 27 jaar Regio Groningen Land Nederland Geslacht Vrouw Zoekt Man Do... https://t.co/0nzCNhV7WU	#geil corien-en-lin - corien-en-lin Leeftijd 27 jaar Regio Groningen Land Nederland Geslacht Vrouw Zoekt Man Do ... https://t.co/0nzCNhV7WU
820824398835974145	loveinground	Een kus is een afdruk van een indruk die met nadruk vraagt om een herdruk. #loveinground	Een kus is een afdruk van een indruk die met nadruk vraagt om een herdruk . #loveinground
820824400782094337	CecAiynn	RT @982thebeat: @djkingassassin Werk by kCAne MarkCO @kCAneMarkCO https://t.co/js5ZfvYa1d https://t.co/GxOXFr8fFK	RT @982thebeat : @djkingassassin Werk by kCAne MarkCO @kCAneMarkCO https://t.co/js5ZfvYa1d https://t.co/GxOXFr8fFK
820824405932724225	Gaming_AnineFan	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/KwanhMqRap Let' play - Sakura santa part 1	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/KwanhMqRap Let ' play - Sakura santa part 1
