820858115419766785	SalafPrince	RT @Krapuul: Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE	RT @Krapuul : Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE
820870008091897856	pvdaeuropa	Krijgt Berlusconi alsnog via een achterdeur zijn invloed op het reilen en zeilen van het EP? Blog van @paultang… https://t.co/2sBBxgR6r5	Krijgt Berlusconi alsnog via een achterdeur zijn invloed op het reilen en zeilen van het EP ? Blog van @paultang … https://t.co/2sBBxgR6r5
820870010172219393	TrendolizerVL	Rijkste 10 procent bezit bijna helft van Belgisch vermogen https://t.co/xZktmaJJQR https://t.co/HvdgiYHxW3	Rijkste 10 procent bezit bijna helft van Belgisch vermogen https://t.co/xZktmaJJQR https://t.co/HvdgiYHxW3
820870011178909696	tekstvormgeving	12 krachtige #Schrijftips voor meer #omzet - #copywriter Van Vondel txt https://t.co/V2HBtt3YdF	12 krachtige #Schrijftips voor meer #omzet - #copywriter Van Vondel txt https://t.co/V2HBtt3YdF
820870012231618566	Basvanderveen	@Woordlab Denk het ja, leuk bedacht allemaal, maar de uitvoering is waardeloos.	@Woordlab Denk het ja , leuk bedacht allemaal , maar de uitvoering is waardeloos .
820870012252684288	Daphne_Loquett	RT @PaulineScheers: "amai die is lelijk" maar zij staat daar wel me een kroontje en ne nieuwen auto en gij ligt op u lui gat in de zetel al…	RT @PaulineScheers : " amai die is lelijk " maar zij staat daar wel me een kroontje en ne nieuwen auto en gij ligt op u lui gat in de zetel al …
820870012688797696	nicole_gd	***Lees op MoodKids*** Pinspiratie: wat is populair in week 2 van 2017? https://t.co/976odugPnC	*** Lees op MoodKids *** Pinspiratie : wat is populair in week 2 van 2017? https://t.co/976odugPnC
820870012751802369	w_t_e	RT @LoesjeNL: **we gaan toch niet zitten wachten tot het milieu drastische maatregelen neemt** #loesje https://t.co/dMshNee73w	RT @LoesjeNL : ** we gaan toch niet zitten wachten tot het milieu drastische maatregelen neemt ** #loesje https://t.co/dMshNee73w
820870012210659328	NewsWVlaanderen	Dimitri Bontinck officieel verhuisd naar Kortrijk: “Ik verlangde naar rust� #WestVlaanderen https://t.co/82xm48h6By https://t.co/grXDpqQoJP	Dimitri Bontinck officieel verhuisd naar Kortrijk : “ Ik verlangde naar rust � #WestVlaanderen https://t.co/82xm48h6By https://t.co/grXDpqQoJP
820870015310241793	Bokitosa	@marcel_hgl1970 mooi💖	@marcel_hgl1970 mooi 💖
820870015671037952	vid	Verder een ochtendspits met vooral dagelijkse files. Zoals hier op de #A2 voor Everdingen. (Foto: @ErikTIEL) https://t.co/BwX4YiEoiz	Verder een ochtendspits met vooral dagelijkse files . Zoals hier op de #A2 voor Everdingen . ( Foto : @ErikTIEL ) https://t.co/BwX4YiEoiz
820870016979628033	nieuwsdagen	Doden bij vliegtuigcrash https://t.co/QwNJmyn8xV	Doden bij vliegtuigcrash https://t.co/QwNJmyn8xV
820870019227746306	WillemsItte	RT @alisondejans: Hoe dat ook afloopt, ik heb mijn best gedaan	RT @alisondejans : Hoe dat ook afloopt , ik heb mijn best gedaan
820870019332632577	Hermannus	RT @Weerplaza: De mist kan op sommige plaatsen wel eens hardnekkig zijn. Lokaal een grijze dag. De temperatuur nu:…	RT @Weerplaza : De mist kan op sommige plaatsen wel eens hardnekkig zijn . Lokaal een grijze dag . De temperatuur nu :…
820870022688018432	hermanbenschop	Uiteraard zijn 'fake news filters' niet voor fake news bedoeld maar voor ongewenst nieuws. Je weet tog.	Uiteraard zijn ' fake news filters ' niet voor fake news bedoeld maar voor ongewenst nieuws . Je weet tog .
820870023317245953	DorienV_	RT @Gildoow: "Als gij mijn tweets haat unfollow mij dan gewoon" Kijk 'T is nie zo simpel Ik wil u uitlachen maar soms frustreert gij mij e…	RT @Gildoow : " Als gij mijn tweets haat unfollow mij dan gewoon " Kijk 'T is nie zo simpel Ik wil u uitlachen maar soms frustreert gij mij e…
820870023384334338	henk_ram	RT @TanjaMeijer42: Onschuldige mensen, kleine kinderen, platgereden door moslimtuig. Wie stemt er nu op een partij, dit nog meer van…	RT @TanjaMeijer42 : Onschuldige mensen , kleine kinderen , platgereden door moslimtuig . Wie stemt er nu op een partij , dit nog meer van …
820870024839708672	tommypijkeren	@nursebetty85 ik heb dat vrijdag ook. Vrij, maar ze kunnen tussen 8-1200 voor de ketel komen.	@nursebetty85 ik heb dat vrijdag ook . Vrij , maar ze kunnen tussen 8-1200 voor de ketel komen .
820870028803375104	schalckkyara	RT @nidalhaidar: Ik hou van meisjes die vriendelijk zijn tegen andere meisjes.. we need to support each other! If we don't, who will??	RT @nidalhaidar : Ik hou van meisjes die vriendelijk zijn tegen andere meisjes .. we need to support each other ! If we don't , who will ??
820870029512052736	anotao_nouvelle	Tien jaar celstraf voor juf die zwanger werd van leerling https://t.co/TuJVWjJPYI	Tien jaar celstraf voor juf die zwanger werd van leerling https://t.co/TuJVWjJPYI
820870027410894848	RenevDeuren	@wltrrr Sterkte man ik weet hoeveel pijn het kan doen een huisgenoot te verliezen. Heb er in september een verloren. https://t.co/L3LJplVANI	@wltrrr Sterkte man ik weet hoeveel pijn het kan doen een huisgenoot te verliezen . Heb er in september een verloren . https://t.co/L3LJplVANI
820870030187462656	barty1972	@officialdioni goedemorgen bro een fantastische dag toegewenst	@officialdioni goedemorgen bro een fantastische dag toegewenst
820870032636973056	KaatYsschol	RT @Mariet28415599: Stomste zin dater bestaat. https://t.co/P6EDmjw9Hq	RT @Mariet28415599 : Stomste zin dater bestaat . https://t.co/P6EDmjw9Hq
820870035552006144	TrendolizerVL	Turks parlement keurt in eerste lezing controversiële grondwetshervorming goed die... https://t.co/p1HwahwFly https://t.co/hz35kjO5vw	Turks parlement keurt in eerste lezing controversiële grondwetshervorming goed die ... https://t.co/p1HwahwFly https://t.co/hz35kjO5vw
820870036621557760	uyxfmuwdatqpfc1	Blonder Engel mal anders https://t.co/wpvxEvOHka	Blonder Engel mal anders https://t.co/wpvxEvOHka
820870035740782592	BuienRadarNL	Vanochtend in het oosten mist en matige vorst. De mist kan lokaal hardnekkig zijn vandaag. De rest van de week droo… https://t.co/3WLRK6i3sz	Vanochtend in het oosten mist en matige vorst . De mist kan lokaal hardnekkig zijn vandaag . De rest van de week droo … https://t.co/3WLRK6i3sz
820870035526873093	nicolienkroon	Vanochtend in het oosten mist en matige vorst. De mist kan lokaal hardnekkig zijn vandaag. De rest van de week droo… https://t.co/pGy2Hwq3T7	Vanochtend in het oosten mist en matige vorst . De mist kan lokaal hardnekkig zijn vandaag . De rest van de week droo … https://t.co/pGy2Hwq3T7
820870037829455872	ericmarkgraaff	Afgelopen zaterdag 14-1-2017 #kampioen in #limburg #kodokangoshinjutsu #limburgsevlaai #goud https://t.co/T85jWtSGsg	Afgelopen zaterdag 14-1-2017 #kampioen in #limburg #kodokangoshinjutsu #limburgsevlaai #goud https://t.co/T85jWtSGsg
820870040731914244	ohoutnieuws	Inloophuis Poppy’s opent haar deuren https://t.co/kLcNttJ2De	Inloophuis Poppy ’s opent haar deuren https://t.co/kLcNttJ2De
820870041197494272	openn_eu	Rabofonds 'Steuntje in de rug' staat open voor aanvragen - Nieuwsbode Zeist (persbericht) (Blog) https://t.co/M3OhEcMJEx	Rabofonds ' Steuntje in de rug ' staat open voor aanvragen - Nieuwsbode Zeist ( persbericht ) ( Blog ) https://t.co/M3OhEcMJEx
820870042778791937	Dinocoucke	@ItsSombrero Maar 7u31 is al zo'n 55 seconden te laat meestal. :p	@ItsSombrero Maar 7u31 is al zo'n 55 seconden te laat meestal . :p
820870046331310080	ParkstadCH	RT @Miljoenenlijn: We hebben zilver gewonnen bij de verkiezing van het leukste uitje van #Limburg @LandvanANWB Iedereen bedankt voor h…	RT @Miljoenenlijn : We hebben zilver gewonnen bij de verkiezing van het leukste uitje van #Limburg @LandvanANWB Iedereen bedankt voor h…
820870050303315968	ZoSanderr	Ik vind een @YouTube-video van @vakonov leuk: https://t.co/pzBFrDBJGT "OVERAL GOUD!" - Rise of the Tomb Raider - Aflevering 6	Ik vind een @YouTube - video van @vakonov leuk : https://t.co/pzBFrDBJGT " OVERAL GOUD !" - Rise of the Tomb Raider - Aflevering 6
820870050131415040	OccupySchagen	RT @marianvbn: #Trump denkt dat andere EU-landen voorbeeld van #Brexit zullen volgen https://t.co/Vgg4RZh2pJ	RT @marianvbn : #Trump denkt dat andere EU-landen voorbeeld van #Brexit zullen volgen https://t.co/Vgg4RZh2pJ
820870051574272000	henkdraaitdoor	De Alarmschijf van 16 januari 1982: Een Top 20 hit voor Foreigner in Nederland. De dan nog onbekende Thomas... https://t.co/IhRm16ZtWq	De Alarmschijf van 16 januari 1982: Een Top 20 hit voor Foreigner in Nederland . De dan nog onbekende Thomas ... https://t.co/IhRm16ZtWq
820870053495271424	micheldebruijn	*gasgeven gaat*	* gasgeven gaat *
820870053772066818	Henkmuis16	RT @dft: Verzoek tot arrestatiebevel tegen vicevoorzitter van Samsung https://t.co/9f3iquSgsC #Samsung	RT @dft : Verzoek tot arrestatiebevel tegen vicevoorzitter van Samsung https://t.co/9f3iquSgsC #Samsung
820870054522785793	WillemsItte	RT @trustgeenbitch: Ik weet zoveel dingen van mensen, maar alsje me vraagt te zwijgen ik zweer het ik neem da mee in mijn graf	RT @trustgeenbitch : Ik weet zoveel dingen van mensen , maar alsje me vraagt te zwijgen ik zweer het ik neem da mee in mijn graf
820870058482212864	DDoremalen	RT @Shari_vdH: #pt Zou niet uniek hoeven klinken. Volksvertegenwoordiging die luistert naar ervaringsdeskundigen & werkveld tbv visievormin…	RT @Shari_vdH : #pt Zou niet uniek hoeven klinken . Volksvertegenwoordiging die luistert naar ervaringsdeskundigen & werkveld tbv visievormin …
820870057479831552	diederikebbinge	Huh? Als sneeuw voor de zon zijn Thierry's 5 zetels verdwenen! @Peiling2017 bestaat opeens niet meer! Of is Poetin… https://t.co/9Kfd2NZhnH	Huh ? Als sneeuw voor de zon zijn Thierry's 5 zetels verdwenen ! @Peiling2017 bestaat opeens niet meer ! Of is Poetin … https://t.co/9Kfd2NZhnH
820870059199434752	SchouwDick	RT @Derksen_Gelul: De arrogantie waarmee #Rutte en andere fractievoorzitters nog voor de kiezer gesproken heeft partijen uitsluit is echt s…	RT @Derksen_Gelul : De arrogantie waarmee #Rutte en andere fractievoorzitters nog voor de kiezer gesproken heeft partijen uitsluit is echt s…
820870060759744513	DorienV_	RT @andriesrobs: Ik zou alles doen om gewoon in mijn bed te blijven liggen	RT @andriesrobs : Ik zou alles doen om gewoon in mijn bed te blijven liggen
820870062491992064	Leentjevolgthet	RT @LoesjeNL: **we gaan toch niet zitten wachten tot het milieu drastische maatregelen neemt** #loesje https://t.co/dMshNee73w	RT @LoesjeNL : ** we gaan toch niet zitten wachten tot het milieu drastische maatregelen neemt ** #loesje https://t.co/dMshNee73w
820870063171440640	TrendolizerVL	Airbus van Lufthansa maakt noodlanding door defect in cockpit https://t.co/KDMYAFYo7g https://t.co/ziF0YO75ka	Airbus van Lufthansa maakt noodlanding door defect in cockpit https://t.co/KDMYAFYo7g https://t.co/ziF0YO75ka
820870064975056897	remcovvd	RT @OpiniebladForum: Geven ondernemers kabinet-Rutte-Asscher een afscheidscadeautje of niet? #nieuwjaarsenquete https://t.co/JmUNRRQnR1 htt…	RT @OpiniebladForum : Geven ondernemers kabinet-Rutte-Asscher een afscheidscadeautje of niet ? #nieuwjaarsenquete https://t.co/JmUNRRQnR1 htt …
820870068896759808	Engel_Michael_9	Kloof tussen arm en rijk. 'Het is voor een kameel gemakkelijker om door het oog van een naald te springen dan dat een rijk mens het	Kloof tussen arm en rijk . ' Het is voor een kameel gemakkelijker om door het oog van een naald te springen dan dat een rijk mens het
820870068565405696	omroepwest	Nog lang niet alle vocht- en schimmelproblemen van meldpunt Omroep West opgelost https://t.co/8DgdkcW2eu https://t.co/ocDqOH4LjQ	Nog lang niet alle vocht - en schimmelproblemen van meldpunt Omroep West opgelost https://t.co/8DgdkcW2eu https://t.co/ocDqOH4LjQ
820870074110246912	lara_claeys	RT @verlorenzoon_: Je kan alleen maar gekwetst worden door degene die je graag ziet.	RT @verlorenzoon_ : Je kan alleen maar gekwetst worden door degene die je graag ziet .
820870075108429825	GFLHolland	Ik vind een @YouTube-video van @unboxtherapy leuk: https://t.co/HXg3MqIjPf Can Your Pen Do This?	Ik vind een @YouTube - video van @unboxtherapy leuk : https://t.co/HXg3MqIjPf Can Your Pen Do This ?
820870077100724228	DoumaB	RT @aukjemenger: Veel onzin in training/ adviesland. topidee v kahneman: eerst #rampscenario dan #innovatie inzetten https://t.co/kAPiffYA…	RT @aukjemenger : Veel onzin in training / adviesland . topidee v kahneman : eerst #rampscenario dan #innovatie inzetten https://t.co/kAPiffYA …
820870077671211008	MartinApril2015	RT @woukevscherrenb: Ondertussen maken de interviews die @realDonaldTrump gaf aan Europese kranten me nog ongeruster dan ik al was #scary	RT @woukevscherrenb : Ondertussen maken de interviews die @realDonaldTrump gaf aan Europese kranten me nog ongeruster dan ik al was #scary
820870079306833921	Deshawn_Parks_5	Ik right 😭 https://t.co/ysL8w1YeXT	Ik right 😭 https://t.co/ysL8w1YeXT
820870079676121088	JonahSegers	Een open boek multiple choice examen, ofwel wordt dit zó easy ofwel wordt dit het smerigste examen ever. 😖😭 #AllOrNothing	Een open boek multiple choice examen , ofwel wordt dit zó easy ofwel wordt dit het smerigste examen ever . 😖😭 #AllOrNothing
820870089654276096	ParkstadCH	RT @GaiaZOO: GaiaZOO wint 2e prijs ANWB-Awards! Dank aan iedereen die gestemd heeft op #GaiaZOO! #LandvanANWB #LeuksteZOOvanNL https://t.co…	RT @GaiaZOO : GaiaZOO wint 2e prijs ANWB-Awards ! Dank aan iedereen die gestemd heeft op #GaiaZOO ! #LandvanANWB #LeuksteZOOvanNL https://t.co …
820870092854587392	Henkmuis16	RT @gerardekdom: GOEDEMORGEN!!! Blue Monday? Ben je gek! Hoewel het wel fris kan optrekken... Gelukkig is die hete ochtendshow weer begonne…	RT @gerardekdom : GOEDEMORGEN !!! Blue Monday ? Ben je gek ! Hoewel het wel fris kan optrekken ... Gelukkig is die hete ochtendshow weer begonne …
820870096679739392	Duupert	Wow, Trump gaat Europa echt keihard ownen. Hadden na het lybie "success" nooit voor regime change in Syrie moeten gaan. Obama's erfenis.	Wow , Trump gaat Europa echt keihard ownen . Hadden na het lybie " success " nooit voor regime change in Syrie moeten gaan . Obama's erfenis .
820870103315185668	DoenDurf	Doen/Durf: Ga op je handen staan, trek een gekke bek maak een foto en Tweet de foto naar @DoenDurf! #Waarheid	Doen / Durf : Ga op je handen staan , trek een gekke bek maak een foto en Tweet de foto naar @DoenDurf ! #Waarheid
820870103344513030	JeltjevanHouten	RT @NPBRotterdam: Ben je misschien bezig iemand zijn leven te redden. Is er zo'n schoft die je tas jat. Waar gaat het heen. https://t.co/T0…	RT @NPBRotterdam : Ben je misschien bezig iemand zijn leven te redden . Is er zo'n schoft die je tas jat . Waar gaat het heen . https://t.co/T0 …
820870103424180227	lize_struyve	RT @demeyerchayenne: Waarom kan ik nie gewoon een keer vroeg slapen?	RT @demeyerchayenne : Waarom kan ik nie gewoon een keer vroeg slapen ?
820870105198460930	HubertDeMeulder	#Antwerpenaar (46) in Arabische cel voor gesjoemel - https://t.co/XN20YXdurq via @gva https://t.co/x6v2B0Vvwf	#Antwerpenaar (46) in Arabische cel voor gesjoemel - https://t.co/XN20YXdurq via @gva https://t.co/x6v2B0Vvwf
820870106179862532	henkdraaitdoor	Iedere dag nemen we een kijkje in het archief van nummer 1-hits. We kiezen telkens voor de topnoteringen van die... https://t.co/M4Cj0H3glS	Iedere dag nemen we een kijkje in het archief van nummer 1- hits . We kiezen telkens voor de topnoteringen van die ... https://t.co/M4Cj0H3glS
820870107140390912	thijsbrom	RT @OnnoDwars: Mijn energierekening 2017 onder de 45euro per maand. Ook oude huizen kunnen duurzaam zijn. https://t.co/kyx6YhKUWb	RT @OnnoDwars : Mijn energierekening 2017 onder de 45 euro per maand . Ook oude huizen kunnen duurzaam zijn . https://t.co/kyx6YhKUWb
820870107593379841	barty1972	@KAJVANDERVOORT Goedemorgen bro een fantastische dag toegewenst	@KAJVANDERVOORT Goedemorgen bro een fantastische dag toegewenst
820870110843928576	Lente1999	RT @Achillevaning: Mijn muziekstijl is zo uiteenlopend, das nieens definieerbaar	RT @Achillevaning : Mijn muziekstijl is zo uiteenlopend , das nieens definieerbaar
820870111452086275	NLWeerAlert	BuienRadarNL: Vanochtend in het oosten mist en matige vorst. De mist kan lokaal hardnekkig zijn vandaag. De rest van de week droo… …	BuienRadarNL : Vanochtend in het oosten mist en matige vorst . De mist kan lokaal hardnekkig zijn vandaag . De rest van de week droo … …
820870113343762432	HenkBaarn	Totale filelengte op snelwegen in Vlaanderen: 58 km; Trend: stijgend https://t.co/NMjJfulUDc	Totale filelengte op snelwegen in Vlaanderen : 58 km ; Trend : stijgend https://t.co/NMjJfulUDc
820870114170064897	Miebeth	RT @derksauer: Zie net dat in het buitenland woonachtige NL's zich tot 1 feb kunnen aanmelden voor 2e Kamer verkiezingen. Niet vergeten!	RT @derksauer : Zie net dat in het buitenland woonachtige NL's zich tot 1 feb kunnen aanmelden voor 2e Kamer verkiezingen . Niet vergeten !
820870117433245697	verfaillie14	@Lieze_Liezeke @perrinegarsbeke @Angel_Ghof welk huis dan wel 🤔	@Lieze_Liezeke @perrinegarsbeke @Angel_Ghof welk huis dan wel 🤔
820870122432761856	Criticaster2015	Een harde en brede aanval op de VVD en Rutte - &nbsp; - TROUW https://t.co/yzU9oQOl8P via @Trouw	Een harde en brede aanval op de VVD en Rutte - & nbsp ; - TROUW https://t.co/yzU9oQOl8P via @Trouw
820870124639047681	HanneVermeulen	Ze zullen er niet zijn als het slecht met je gaat	Ze zullen er niet zijn als het slecht met je gaat
820870126341935105	klaarpeeraer	RT @zoe_maertens: Kzie morgen (en de rest van het schooljaar) echt niet zitten	RT @zoe_maertens : Kzie morgen ( en de rest van het schooljaar ) echt niet zitten
820870128103542786	Amadeusivan	@BasEnBobbie @crist_aal Ooo dan zijn een sjaal en handschoenen ook genoeg	@BasEnBobbie @crist_aal Ooo dan zijn een sjaal en handschoenen ook genoeg
820870128191635456	LoveJesyLauren	RT @harmovt45: #WorkFromHome #BestMusicVideo #iHeartAwards Onze	RT @harmovt45 : #WorkFromHome #BestMusicVideo #iHeartAwards Onze
820870127298220032	Ernst_Steffen	Herkenbaar! Vorig jaar @ProjectAtenta mede opgestart. Enthousiast reacties patiënten, mantelzorgers en professional… https://t.co/ZX0S7Dc7mQ	Herkenbaar ! Vorig jaar @ProjectAtenta mede opgestart . Enthousiast reacties patiënten , mantelzorgers en professional … https://t.co/ZX0S7Dc7mQ
820870130330701826	HBOWO_vacatures	Nieuwe #vacature #JouwBaan Demand & Supply Planner https://t.co/kfCTnvX4Ul	Nieuwe #vacature #JouwBaan Demand & Supply Planner https://t.co/kfCTnvX4Ul
820870131702255616	steen020	@DeBertuzzz het word nog wat hoor..	@DeBertuzzz het word nog wat hoor ..
820870131966418944	natuurvriendin	@hon_joke goeiemorgen, mooi Joke. Ben gek op die hoek van Zuid-Holland. Heb daar veel gefietst. Fijne dag	@hon_joke goeiemorgen , mooi Joke . Ben gek op die hoek van Zuid-Holland . Heb daar veel gefietst . Fijne dag
