824844383262433284	DecockDounia	Laatste ki dak hier zit wi zeg (voorlopig toch) (@ bureau 📚📚📚) https://t.co/YIMxRxqtPR	Laatste ki dak hier zit wi zeg ( voorlopig toch ) (@ bureau 📚📚📚) https://t.co/YIMxRxqtPR
824857031555178497	woutjewolf	RT @MeteoGroupWeer: Het was de (voorlopig) laatste ijskoude nacht. Op 10 cm te Eindhoven -11,4 graden en Gilze Rijen -10,5C -> strenge…	RT @MeteoGroupWeer : Het was de ( voorlopig ) laatste ijskoude nacht . Op 10 cm te Eindhoven -11,4 graden en Gilze Rijen -10,5C -> strenge …
824857032859672577	missyheard_jb	@Domien van harte gefeliciteerd🍰 met je verjaardag maak er maar een mooie dag van 😃	@Domien van harte gefeliciteerd 🍰 met je verjaardag maak er maar een mooie dag van 😃
824857034931662848	1001ptsNL	'Geen baarden bij de brandweer' (ad.nl) https://t.co/RkT1Cmp9h6	' Geen baarden bij de brandweer ' ( ad . nl ) https://t.co/RkT1Cmp9h6
824857034004652032	vnhuyseee	RT @misssult: Zit er kak in je ogen https://t.co/VpHFeYs1hN	RT @misssult : Zit er kak in je ogen https://t.co/VpHFeYs1hN
824857036298915840	st3pp3r	Ik doe mee met de #10jaariCulture #winactie voor de Fitbit Charge 2 fitnessarmband https://t.co/5cSfreFLbr /via @iCulture	Ik doe mee met de #10jaariCulture #winactie voor de Fitbit Charge 2 fitnessarmband https://t.co/5cSfreFLbr / via @iCulture
824857036999364608	kenny17nl	Zoooo blij met superfan ticket voor @dytg 😁 word super tof!	Zoooo blij met superfan ticket voor @dytg 😁 word super tof !
824857037645295616	vanherksro	Aan U Allen een goede Morgen ...	Aan U Allen een goede Morgen ...
824857041466372096	naambetekenis	Betekenis naam Anke: https://t.co/Feq9VbDc83 #anke Kijk ook op: https://t.co/QA5CpF3cpZ #naambetekenis	Betekenis naam Anke : https://t.co/Feq9VbDc83 #anke Kijk ook op : https://t.co/QA5CpF3cpZ #naambetekenis
824857044972761088	Rachel_Dessein	@FriedelDepover @LiandraSadzoOff ik ook!😂❤❤❤	@FriedelDepover @LiandraSadzoOff ik ook !😂❤❤❤
824857046382022656	Lifeandirene	@lalalalinoleum sterker de wens. Voor mij is het een teken van verbondenheid.	@lalalalinoleum sterker de wens . Voor mij is het een teken van verbondenheid .
824857045492912129	WilcoKruijswijk	RT @kimputters: Wie maakt het verschil? De oratie van prof.dr. Alice de Boer over mantelzorg en de sociale ongelijkheid die daar som…https:…	RT @kimputters : Wie maakt het verschil ? De oratie van prof . dr . Alice de Boer over mantelzorg en de sociale ongelijkheid die daar som … https: …
824857047749447680	Verwonderster	@jbartelds och Jaap... veel sterkte voor jullie ❤	@jbartelds och Jaap ... veel sterkte voor jullie ❤
824857049238368257	noordzeenieuws	Wierumers kunnen kiezen uit vier strandvarianten https://t.co/u6r1k9Zx6m	Wierumers kunnen kiezen uit vier strandvarianten https://t.co/u6r1k9Zx6m
824857049204789248	marihoe76	Zit boi https://t.co/49Mv8vpYxk	Zit boi https://t.co/49Mv8vpYxk
824857049318125568	rtvutrecht	Lek in waterleiding Schuilenburg, bewoners zonder water https://t.co/9LVl1cH13g #amersfoort https://t.co/vyN7c2s8Bp	Lek in waterleiding Schuilenburg , bewoners zonder water https://t.co/9LVl1cH13g #amersfoort https://t.co/vyN7c2s8Bp
824857050794512385	grLetselhulp	RT @pjpfollowme: #nieuwstwitter Twee fietsers aangereden op Professor Cobbenhagenlaan in Tilburg https://t.co/9rLBvOFPTv #tilburg	RT @pjpfollowme : #nieuwstwitter Twee fietsers aangereden op Professor Cobbenhagenlaan in Tilburg https://t.co/9rLBvOFPTv #tilburg
824857051595624448	Renee_Ielegems	RT @MarieHBass: God damn hoeveel knappe meisjes ik volg op mijn sociale media 😭 waar ik ook ben, insta, twitter, fb, ik word gewoon depress…	RT @MarieHBass : God damn hoeveel knappe meisjes ik volg op mijn sociale media 😭 waar ik ook ben , insta , twitter , fb , ik word gewoon depress …
824857054300942336	JanneRins	Wakker met een wijsje, kinderen voor kinderen 12 @PJ_Meijer 🎉🎉🎉 https://t.co/0nzMb5LRT1	Wakker met een wijsje , kinderen voor kinderen 12 @PJ_Meijer 🎉🎉🎉 https://t.co/0nzMb5LRT1
824857054904856577	_Eindhoven	Smart Photonics, EFFECT Photonics en Meint Smit genomineerd voor PIC Awards https://t.co/9l6d2nSnls Er is een stevige Eindhovense inbreng …	Smart Photonics , EFFECT Photonics en Meint Smit genomineerd voor PIC Awards https://t.co/9l6d2nSnls Er is een stevige Eindhovense inbreng …
824857055341142016	KoopjesVoorJou	De complete dvd-box van ‘Penoza’ nu gratis!! Ga naar https://t.co/0xYcRG1eTr https://t.co/teJ3pysQvP #weekend #aanbieding!	De complete dvd-box van ‘ Penoza ’ nu gratis !! Ga naar https://t.co/0xYcRG1eTr https://t.co/teJ3pysQvP #weekend #aanbieding !
824857056616157184	techbelgium	Cartoon van de dag - januari 2017 https://t.co/pbPzxvTvkn	Cartoon van de dag - januari 2017 https://t.co/pbPzxvTvkn
824857057136254978	Thijs_DDG	@DusDavid heb er zin in!!!	@DusDavid heb er zin in !!!
824857058902020098	_Eindhoven	´We moeten meer projecten doen!´ https://t.co/1N8BwkTUm2 Aannemingsbedrijf Lamers en kwaliteitsborger PlanGarant doen bij de bouw van nege…	´ We moeten meer projecten doen !´ https://t.co/1N8BwkTUm2 Aannemingsbedrijf Lamers en kwaliteitsborger PlanGarant doen bij de bouw van nege …
824857060105785347	NLNieuwsAlert	ADnl: Het dodental als gevolg van de bosbranden in Chili is verder opgelopen https://t.co/uu3shcLaQ0 #NLNieuwsAlert	ADnl : Het dodental als gevolg van de bosbranden in Chili is verder opgelopen https://t.co/uu3shcLaQ0 #NLNieuwsAlert
824857060978274305	Johnvanderveld	Bijna tweederde boeren houdt huidige melkprijs niet vol https://t.co/Exoz4OMHio ##eufin via @www.twitter.com/eufin.nl	Bijna tweederde boeren houdt huidige melkprijs niet vol https://t.co/Exoz4OMHio # #eufin via @www . twitter . com / eufin . nl
824857058709118976	Appelmjoez	Waar is dit? https://t.co/ugDG4Sk1bt	Waar is dit ? https://t.co/ugDG4Sk1bt
824857062223982597	onlinehoertjes	Wil een trio met een man en mijn vriendin Ben jij een man die op zoek is naar een geile vrouw in de twintig d https://t.co/QUoLGogvNa #seks	Wil een trio met een man en mijn vriendin Ben jij een man die op zoek is naar een geile vrouw in de twintig d https://t.co/QUoLGogvNa #seks
824857061984923650	AndieARBEIT	Want iemand die dit soort zieke wereldbeelden tentoonstelt zou geen les moeten geven een kwetsbare kindergeestjes,… https://t.co/aeiwuUCrRl	Want iemand die dit soort zieke wereldbeelden tentoonstelt zou geen les moeten geven een kwetsbare kindergeestjes ,… https://t.co/aeiwuUCrRl
824857063117295618	NLNieuwsAlert	ADnl: België, Nederland, Frankrijk en het Verenigd Koninkrijk akkoord over passagierslijsten voor hogesnelheidstreinen …	ADnl : België , Nederland , Frankrijk en het Verenigd Koninkrijk akkoord over passagierslijsten voor hogesnelheidstreinen …
824857067089338368	brambooss	hoi mensen ik ga zo naar school en het is veel te vroeg	hoi mensen ik ga zo naar school en het is veel te vroeg
824857066477019136	Koopvaardij	https://t.co/P4oAzjay69 BLOEMGRACHT Eigenaar Björndal C.V., Amsterdam Manager Spliethoff's Bevrachtingskantoor N.… https://t.co/H3S3yO810S	https://t.co/P4oAzjay69 BLOEMGRACHT Eigenaar Björndal C.V., Amsterdam Manager Spliethoff's Bevrachtingskantoor N.… https://t.co/H3S3yO810S
824857068125315072	NLNieuwsAlert	ADnl: Baarden mogen in de mode zijn, maar bij de brandweer zijn ze te gevaarlijk https://t.co/LHQfQ6qtBi #NLNieuwsAlert	ADnl : Baarden mogen in de mode zijn , maar bij de brandweer zijn ze te gevaarlijk https://t.co/LHQfQ6qtBi #NLNieuwsAlert
824857069064855552	fransnederstigt	Precies! Blij dat de motie voor nu van tafel is. Eerst maar eens kijken wat cameratoezicht betekent. https://t.co/SIeyqqp6XH	Precies ! Blij dat de motie voor nu van tafel is . Eerst maar eens kijken wat cameratoezicht betekent . https://t.co/SIeyqqp6XH
824857073145962496	VGouttebarge	RT @MarikenLeurs: Aandacht voor depressieve klachten bij (top)sporters https://t.co/22opvuvaO0 https://t.co/0CBptgqL1k	RT @MarikenLeurs : Aandacht voor depressieve klachten bij ( top ) sporters https://t.co/22opvuvaO0 https://t.co/0CBptgqL1k
824857073552756736	Charcastisch	RT @Erik__74: @Charcastisch of je bent een mot, maar ook een kip. https://t.co/k9Cp6A43Mo	RT @Erik__74 : @Charcastisch of je bent een mot , maar ook een kip . https://t.co/k9Cp6A43Mo
824857074672635904	JannieRexwinkel	RT @KayScholten: Meer over de move van Gemeentebelangen Bronckhorst: https://t.co/UTT8NrQq7s	RT @KayScholten : Meer over de move van Gemeentebelangen Bronckhorst : https://t.co/UTT8NrQq7s
824857077231136768	Sandradewit2005	RT @annemeithenl: Pijnlijk eenvoudig: mensen met dementie zijn mensen. https://t.co/QeXonCBkwp	RT @annemeithenl : Pijnlijk eenvoudig : mensen met dementie zijn mensen . https://t.co/QeXonCBkwp
824857079122792449	Skolpopia	Marketing en communicatie manager bij BUN Supermarkten BV. #vacature https://t.co/I3pCaLKrhv https://t.co/5xgaAQMqnI	Marketing en communicatie manager bij BUN Supermarkten BV . #vacature https://t.co/I3pCaLKrhv https://t.co/5xgaAQMqnI
824857079881949184	dusgml7818	RT @changjaeftw: bij they living https://t.co/iTOLISyASQ	RT @changjaeftw : bij they living https://t.co/iTOLISyASQ
824857081073135616	Voedingsdokter	RT @china2025: De Chinese Lerares: Docent terug in de schoolbanken. Nieuw blog van @EdSander https://t.co/cPMusWqrxQ https://t.co/gKFFYZ99fg	RT @china2025 : De Chinese Lerares : Docent terug in de schoolbanken . Nieuw blog van @EdSander https://t.co/cPMusWqrxQ https://t.co/gKFFYZ99fg
824857083451363333	FR1908Nieuws	Van Bronckhorst: "Ik heb niet het Feyenoord gezien dat ik wil zien. Dan krijg je het heel moeilijk tegen Vitesse."	Van Bronckhorst : " Ik heb niet het Feyenoord gezien dat ik wil zien . Dan krijg je het heel moeilijk tegen Vitesse ."
824857084592140290	RPLSport	SC Woerden stopt prestatiegericht voetballen op zondag: https://t.co/pNxVdjZRan	SC Woerden stopt prestatiegericht voetballen op zondag : https://t.co/pNxVdjZRan
824857088211824644	markdehaann	Dat ze die dingen hebben baarde me inderdaad nogal wat zorgen. https://t.co/4iCPwMk2sf	Dat ze die dingen hebben baarde me inderdaad nogal wat zorgen . https://t.co/4iCPwMk2sf
824857089109487618	Jooootjuuuuh	RT @sfecunda: Zoveel zin in 100-dagen 🥂💃	RT @sfecunda : Zoveel zin in 100- dagen 🥂💃
824857089600204800	grLetselhulp	RT @Dordrecht_BN: #nieuwstwitter Twee fietsers aangereden op Professor Cobbenhagenlaan in Tilburg https://t.co/tSA3D6KiF6	RT @Dordrecht_BN : #nieuwstwitter Twee fietsers aangereden op Professor Cobbenhagenlaan in Tilburg https://t.co/tSA3D6KiF6
824857090237739009	Jazzbluestour	@gemmie_walet He Mogge ook en geslaagde dag natuurlijk ....	@gemmie_walet He Mogge ook en geslaagde dag natuurlijk ....
824857091722530816	tourre_miriam	RT @angelika_0211: begin er elke dag minder in te geloven	RT @angelika_0211 : begin er elke dag minder in te geloven
824857092762644481	michavz	TGIF! Half dagje werken, lunchen met m'n nieuwe collega's en vanavond een open dag bezoeken van een school voor onze puber. :o	TGIF ! Half dagje werken , lunchen met m'n nieuwe collega's en vanavond een open dag bezoeken van een school voor onze puber . :o
824857093328953349	x_monstertje	RT @angelaschijf: Verwilderde blik, grote mond: het zijn vergeten kinderen https://t.co/hQID4hDEI3	RT @angelaschijf : Verwilderde blik , grote mond : het zijn vergeten kinderen https://t.co/hQID4hDEI3
824857094268411904	volglazarus	Lazarus staat op en leest. En dan blijken de Belg die hij ontmoet en de oude Jesaja elkaar naadloos aan te vullen. https://t.co/2zrsfUxyG5	Lazarus staat op en leest . En dan blijken de Belg die hij ontmoet en de oude Jesaja elkaar naadloos aan te vullen . https://t.co/2zrsfUxyG5
824857094343913472	PopUpKerk	Lazarus staat op en leest. En dan blijken de Belg die hij ontmoet en de oude Jesaja elkaar naadloos aan te vullen. https://t.co/7jiSFPrfTJ	Lazarus staat op en leest . En dan blijken de Belg die hij ontmoet en de oude Jesaja elkaar naadloos aan te vullen . https://t.co/7jiSFPrfTJ
824857101751037952	LynnBerger1984	Hoe Tesla in Amerika aan een mijn bouwt waar auto’s uitkomen https://t.co/UFcSxibIkX via @decorrespondent#	Hoe Tesla in Amerika aan een mijn bouwt waar auto ’s uitkomen https://t.co/UFcSxibIkX via @decorrespondent #
824857101927211008	maartenvdlaan	@Connexxion wanneer worden de ruiten van het bushokje aan het weegje te 's-Gravendeel gemaakt? Zijn sinds oud en nieuw kapot.	@Connexxion wanneer worden de ruiten van het bushokje aan het weegje te ' s-Gravendeel gemaakt ? Zijn sinds oud en nieuw kapot .
824857103860764672	OrbeaErnie	RT @WaterdrinkerP: Mea culpa: gaf Trump credits, omdat ik Poetin was gewend. Maar Poetin is pittoreske waterval vergeleken bij levensg…	RT @WaterdrinkerP : Mea culpa : gaf Trump credits , omdat ik Poetin was gewend . Maar Poetin is pittoreske waterval vergeleken bij levensg …
824857104909430785	TweetsbyRies	Vrijdag.... en ik kan nog steeds niet goed mn bed uit, zo lui. Well, Good morning and #TGIF	Vrijdag .... en ik kan nog steeds niet goed mn bed uit , zo lui . Well , Good morning and #TGIF
824857107606286341	wj_schaap	RT @marije: Gaat het moeizaam, met kraken en schuren, en duwen en trekken en ezels en stenen? Dan ben je wellicht met een belangrijke veran…	RT @marije : Gaat het moeizaam , met kraken en schuren , en duwen en trekken en ezels en stenen ? Dan ben je wellicht met een belangrijke veran …
824857109187604480	st3pp3r	Ik doe mee met de #10jaariCulture #winactie voor de Bose SoundTouch 10 speaker https://t.co/5cSfreFLbr /via @iCulture	Ik doe mee met de #10jaariCulture #winactie voor de Bose SoundTouch 10 speaker https://t.co/5cSfreFLbr / via @iCulture
824857108810133508	EdAldus	De camera staat inderdaad opgesteld naar het noordwesten, goed gezien. https://t.co/k9gQzCTYIa https://t.co/TNGy7GsRYH	De camera staat inderdaad opgesteld naar het noordwesten , goed gezien . https://t.co/k9gQzCTYIa https://t.co/TNGy7GsRYH
824857111871975425	Rachel_Dessein	RT @nelledebouck: Snel rood worden is echt genant haha 😁	RT @nelledebouck : Snel rood worden is echt genant haha 😁
824857113058893825	SamuraiEinhorn	Morgen zsm ^~^ https://t.co/TQXj1BvrZq	Morgen zsm ^~^ https://t.co/TQXj1BvrZq
824857114359132160	alanamichiels	RT @EraTary: Zooo blij !! #elenaisback #tvd https://t.co/7TYw6rIr3V	RT @EraTary : Zooo blij !! #elenaisback #tvd https://t.co/7TYw6rIr3V
824857114766028802	tommypijkeren	@FRGerardo iig snel handelen dinsdag is de laatste dag.	@FRGerardo iig snel handelen dinsdag is de laatste dag .
824857118616399873	elzet_fourie	Ek dink die ergste van alles is dat jy op dieselfde oomblik vir my gesê het jy is lief vir my en jy haar kies.	Ek dink die ergste van alles is dat jy op dieselfde oomblik vir my gesê het jy is lief vir my en jy haar kies .
824857118654083072	TresBleu33	Het is alweer bijna maandag. #goedemorgen 😁	Het is alweer bijna maandag . #goedemorgen 😁
824857119329366020	buffettist19	Maxima klimmen tot 9 graden, opgelet voor CO-intoxicatie https://t.co/0tslFVpkoO via @HLN_BE	Maxima klimmen tot 9 graden , opgelet voor CO-intoxicatie https://t.co/0tslFVpkoO via @HLN_BE
824857120411508736	UdenNieuwsNL	Dierenpark Zie-Zoo gaat uitbreiden #Uden #Volkel https://t.co/RbIUS4n7ym https://t.co/VXPFzSIdCf	Dierenpark Zie-Zoo gaat uitbreiden #Uden #Volkel https://t.co/RbIUS4n7ym https://t.co/VXPFzSIdCf
824857124119343106	Yvonne0803	RT @Waternet: We hebben een #vacature voor een vakspecialist natuurwetgeving. https://t.co/gvFF7EplTX Delen = fijn! #florafauna…	RT @Waternet : We hebben een #vacature voor een vakspecialist natuurwetgeving . https://t.co/gvFF7EplTX Delen = fijn ! #florafauna …
824857124157026305	nicoswa	@Cloopzzy Cool, bedankt. Ik ga me er even in verdiepen. Maar dat rennen met stieren laat ik even aan anderen over. ;-)	@Cloopzzy Cool , bedankt . Ik ga me er even in verdiepen . Maar dat rennen met stieren laat ik even aan anderen over . ;-)
824857124203175937	hlnsport	Gemeenteraad Grimbergen schrapt buurtweg niet en zet bouw Eurostadion op de helling https://t.co/if6FYzw8YI… https://t.co/OdD4JRaE6D	Gemeenteraad Grimbergen schrapt buurtweg niet en zet bouw Eurostadion op de helling https://t.co/if6FYzw8YI … https://t.co/OdD4JRaE6D
824857125276901376	sophie_dds	RT @Lauke_: Ik geraak mijn bed echt ni uit 😞😴	RT @Lauke_ : Ik geraak mijn bed echt ni uit 😞😴
824857128594612224	AlpacaNr3	Morgen	Morgen
824857129534119937	hlnsport	Russen Tarasova en Morozov pakken Europese titel bij de koppels https://t.co/84mbjX6Pb0 #hlnsport https://t.co/hV6hG8Xhzu	Russen Tarasova en Morozov pakken Europese titel bij de koppels https://t.co/84mbjX6Pb0 #hlnsport https://t.co/hV6hG8Xhzu
824857132117880832	jeroenribbink	Ik doe mee met de #10jaariCulture #winactie voor de Fitbit Charge 2 fitnessarmband https://t.co/XMWPm4Tr3V /via @iCulture	Ik doe mee met de #10jaariCulture #winactie voor de Fitbit Charge 2 fitnessarmband https://t.co/XMWPm4Tr3V / via @iCulture
824857133422219265	MarinellaNdrt	Zo boring	Zo boring
824857138199531520	vester71	Met 46 dagen wordt Stef Blok de kortst zittende minister van Justitie ooit.	Met 46 dagen wordt Stef Blok de kortst zittende minister van Justitie ooit .
824857141852770305	Bart_joek	@Arriva_NL wat is er bij Zuidbroek aan de hand.trein 6:38 heeft 5 min vertraging maar het is nu al 10 voor 7.	@Arriva_NL wat is er bij Zuidbroek aan de hand . trein 6:38 heeft 5 min vertraging maar het is nu al 10 voor 7.
824857142704287746	fashion_nieuws	Ka-brow! Benefit | Review https://t.co/CjKGRDNrIv Vandaag heb ik voor jullie weer een review. Eerst was ik eigenlijk helemaal niet zo van …	Ka-brow ! Benefit | Review https://t.co/CjKGRDNrIv Vandaag heb ik voor jullie weer een review . Eerst was ik eigenlijk helemaal niet zo van …
824857142914015232	nightmarenieuws	VVD . . .: Door: “Ras Hollander” (voor https://t.co/NFExrp0oNF)Gearchiveerd onder:VVD https://t.co/St8DgMtvF5	VVD . . .: Door : “ Ras Hollander ” ( voor https://t.co/NFExrp0oNF)Gearchiveerd onder : VVD https://t.co/St8DgMtvF5
824857147225681921	ABNAMRO	@Jannykuh Ha Janny! Klopt het dat je zojuist een overbooking hebt gedaan die nog niet verwerkt is naar de automaat? ^Martijn	@Jannykuh Ha Janny ! Klopt het dat je zojuist een overbooking hebt gedaan die nog niet verwerkt is naar de automaat ? ^ Martijn
824857149545123842	Hans_Bax	RT @PHoutman: Leuk: @SpartaRotterdam speelt in de halve finale om de beker op het eigen #kasteel tegen Vitesse.	RT @PHoutman : Leuk : @SpartaRotterdam speelt in de halve finale om de beker op het eigen #kasteel tegen Vitesse .
824857154376986624	NLNieuwsAlert	ANWBverkeer: Ongeluk op de #A27 naar Utrecht bij knp. Everdingen. File! #NLNieuwsAlert	ANWBverkeer : Ongeluk op de #A27 naar Utrecht bij knp . Everdingen . File ! #NLNieuwsAlert
824857155060707330	Freelancernu	#zzp #utrecht Verzorgende Ig 96976708: Utrecht - Als zzp'er heb je de mogelijkheid om op 1… https://t.co/htkOPeT8L7	#zzp #utrecht Verzorgende Ig 96976708: Utrecht - Als zzp'er heb je de mogelijkheid om op 1… https://t.co/htkOPeT8L7
